municipio,year,week,cases,humidity,idhm,population,rainfall,temperature
angra dos reis,2016,32,6,77.1428571429,0.724,207044,11.421234600000002,15.4489795714
angra dos reis,2016,33,9,76.7142857143,0.724,207044,11.0395062,16.60989
angra dos reis,2016,34,14,74.2204081429,0.724,207044,13.820247,16.887075
angra dos reis,2016,35,20,73.5153057143,0.724,207044,16.8024688,19.4064625714
angra dos reis,2016,36,9,78.6190478333,0.724,207044,22.594690899999996,18.0
angra dos reis,2016,37,2,69.6530614286,0.724,207044,23.1976549,19.9489795714
angra dos reis,2016,38,1,74.1547616667,0.724,207044,30.4988884,18.0476191667
angra dos reis,2016,39,1,78.6,0.724,207044,34.712715,16.8
angra dos reis,2016,40,0,69.772728,0.724,207044,37.946048000000005,18.636364
angra dos reis,2016,41,2,83.6703295714,0.724,207044,36.37568,19.0879121429
angra dos reis,2016,42,2,81.6043957143,0.724,207044,39.263952,21.5824175714
angra dos reis,2016,43,1,78.122449,0.724,207044,43.463952,20.612245
angra dos reis,2016,44,0,80.6517857143,0.724,207044,39.318516,18.8482142857
angra dos reis,2016,45,1,84.3098034286,0.724,207044,49.406049,19.8392155714
angra dos reis,2016,46,1,87.9230766667,0.724,207044,54.118644999999994,18.2307691667
angra dos reis,2016,47,3,82.22449,0.724,207044,51.215801000000006,18.7346938571
angra dos reis,2016,48,2,77.5580588333,0.724,207044,52.993581,21.1697191667
angra dos reis,2016,49,3,81.5042014286,0.724,207044,54.467286,19.8823528571
angra dos reis,2016,50,3,78.416668,0.724,207044,55.309506000000006,21.791667
angra dos reis,2016,51,4,71.3206343333,0.724,207044,60.049631000000005,23.8142856667
angra dos reis,2016,52,16,77.6714283333,0.724,207044,44.246915,23.7119046667
angra dos reis,2017,1,7,82.323391,0.724,207044,66.355681,23.0792778571
angra dos reis,2017,2,15,91.7666666667,0.724,207044,69.06802599999999,21.2
angra dos reis,2017,3,12,84.546754,0.724,207044,71.3581492,22.238961
angra dos reis,2017,4,17,82.3619048,0.724,207044,74.37111220000001,23.0714286
angra dos reis,2017,5,16,80.9166666667,0.724,207044,52.0374096,22.3571428333
angra dos reis,2017,6,8,79.757576,0.724,207044,60.27617500000001,22.878788
angra dos reis,2017,7,7,72.840909,0.724,207044,66.02123500000002,23.7272725
angra dos reis,2017,8,9,78.3090912,0.724,207044,44.85234700000001,22.0545456
angra dos reis,2017,9,6,89.4666666667,0.724,207044,68.049013,20.8666666667
angra dos reis,2017,10,5,82.753846,0.724,207044,60.612469,23.0
angra dos reis,2017,11,12,84.446154,0.724,207044,56.620494,21.9384616
angra dos reis,2017,12,8,79.03846,0.724,207044,67.5286416,21.5
angra dos reis,2017,13,3,80.7333333333,0.724,207044,50.1530864,19.1777776667
angra dos reis,2017,14,10,85.7142857143,0.724,207044,36.84247,19.3214285714
angra dos reis,2017,15,10,79.963078,0.724,207044,30.506912799999995,22.9107694
angra dos reis,2017,16,14,81.71153825,0.724,207044,29.4161722,19.28846175
angra dos reis,2017,17,10,90.6666666667,0.724,207044,29.369752999999996,18.0833333333
angra dos reis,2017,18,14,90.1818175,0.724,207044,21.0449386,16.25
angra dos reis,2017,19,12,85.625,0.724,207044,21.014321,16.642857
angra dos reis,2017,20,35,84.1166666667,0.724,207044,20.5640739,17.2
angra dos reis,2017,21,12,92.8,0.724,207044,18.000370500000002,17.2
angra dos reis,2017,22,24,89.0,0.724,207044,14.7113582,16.0
angra dos reis,2017,23,12,88.2857142857,0.724,207044,15.6827162,16.2857142857
angra dos reis,2017,24,0,90.628205,0.724,207044,9.3108638,14.2051283333
angra dos reis,2017,25,10,93.0,0.724,207044,12.0374078,13.8333333333
angra dos reis,2017,26,24,92.8,0.724,207044,12.401111599999998,12.4
angra dos reis,2017,27,7,87.6666666667,0.724,207044,10.5838271,11.5
angra dos reis,2017,28,13,91.4,0.724,207044,12.786789500000005,11.8
angra dos reis,2017,29,4,90.2,0.724,207044,14.6432096,11.2
angra dos reis,2017,30,8,91.5,0.724,207044,16.6288892,10.3333333333
angra dos reis,2017,31,5,89.5,0.724,207044,10.7555556,10.3333333333
angra dos reis,2017,32,3,90.0,0.724,207044,11.702963,10.2
angra dos reis,2017,33,7,90.4,0.724,207044,10.5760494,16.2
angra dos reis,2017,34,11,89.7142857143,0.724,207044,13.820247,13.4285714286
angra dos reis,2017,35,2,86.6071428571,0.724,207044,15.5633331,13.9642857143
angra dos reis,2017,36,2,79.125,0.724,207044,22.494196899999995,13.83928575
angra dos reis,2017,37,7,,0.724,207044,23.1976549,
angra dos reis,2017,38,1,,0.724,207044,29.0386417,
angra dos reis,2017,39,5,,0.724,207044,34.0660484,
angra dos reis,2017,40,5,,0.724,207044,37.946048000000005,
angra dos reis,2017,41,2,,0.724,207044,36.637408,
angra dos reis,2017,42,1,,0.724,207044,38.213952,
angra dos reis,2017,43,5,,0.724,207044,43.463952,
angra dos reis,2017,44,3,,0.724,207044,38.974566,
angra dos reis,2017,45,4,,0.724,207044,48.2279,
angra dos reis,2017,46,1,61.673349,0.724,207044,54.118644999999994,25.966666
angra dos reis,2017,47,7,73.9472431429,0.724,207044,51.63049300000001,24.0285712857
angra dos reis,2017,48,1,68.8876991429,0.724,207044,52.549136,24.1238092857
angra dos reis,2017,49,1,83.1162121429,0.724,207044,54.326916,21.9619048571
angra dos reis,2017,50,5,85.6159294286,0.724,207044,55.309506000000006,19.5
angra dos reis,2017,51,0,86.0779578571,0.724,207044,59.101606,21.3761904286
angra dos reis,2017,52,1,89.6264464286,0.724,207044,62.575681,21.3571428571
angra dos reis,2018,1,0,85.8804128571,0.724,207044,66.355681,21.0
angra dos reis,2018,2,8,81.3837091429,0.724,207044,68.52555699999999,22.2809524286
angra dos reis,2018,3,18,85.1588278571,0.724,207044,70.75555659999999,21.8000001429
angra dos reis,2018,4,22,88.4818077143,0.724,207044,74.37111220000001,21.4190474286
angra dos reis,2018,5,12,89.5522628571,0.724,207044,54.379261199999995,20.1428571429
angra dos reis,2018,6,9,86.5431052857,0.724,207044,59.127163,20.1809522857
angra dos reis,2018,7,3,88.3773542857,0.724,207044,66.02123500000002,21.0
angra dos reis,2018,8,5,88.0050521429,0.724,207044,48.38049500000001,21.5714285714
angra dos reis,2018,9,3,80.8849178571,0.724,207044,65.065433,24.1857142857
angra dos reis,2018,10,8,90.8264292857,0.724,207044,61.410864,21.7142857143
angra dos reis,2018,11,4,90.8197085714,0.724,207044,56.620494,21.4285714286
angra dos reis,2018,12,1,89.3142484286,0.724,207044,65.710617,21.6428571429
angra dos reis,2018,13,2,87.6000201429,0.724,207044,54.796543,20.5714285714
angra dos reis,2018,14,1,91.9677614286,0.724,207044,36.84247,20.5
angra dos reis,2018,15,0,90.7063958571,0.724,207044,31.562838999999997,19.0
angra dos reis,2018,16,2,87.3742722857,0.724,207044,29.427777,17.852381
angra dos reis,2018,17,3,69.1003228571,0.724,207044,29.369752999999996,23.4952387143
angra dos reis,2018,18,2,64.0350775714,0.724,207044,22.2341978,23.9619045714
angra dos reis,2018,19,3,69.1058531429,0.724,207044,21.0219754,22.171428
angra dos reis,2018,20,4,72.9202471429,0.724,207044,20.9913578,22.3142858571
angra dos reis,2018,21,2,81.3902737143,0.724,207044,18.000370500000002,13.7411765
angra dos reis,2018,22,1,87.5083007143,0.724,207044,14.8907409,14.1
angra dos reis,2018,23,2,88.8272514286,0.724,207044,16.7446916,15.8571428571
angra dos reis,2018,24,3,91.6194471429,0.724,207044,9.3108638,16.5
angra dos reis,2018,25,0,90.8900574286,0.724,207044,11.492099,14.4285714286
angra dos reis,2018,26,3,92.7575505714,0.724,207044,12.7645685,12.0714285714
angra dos reis,2018,27,1,92.4316302857,0.724,207044,10.5838271,13.0
angra dos reis,2018,28,2,90.9482078571,0.724,207044,12.419629100000002,10.4285714286
angra dos reis,2018,29,2,69.4958448571,0.724,207044,14.1467897,18.0095237143
angra dos reis,2018,30,0,62.8535067142857,0.724,207044,16.6288892,21.1904761428571
angra dos reis,2018,31,1,73.5389308571429,0.724,207044,11.3385186,19.7142857142857
angra dos reis,2018,32,2,69.0581774285714,0.724,207044,11.9846914,19.5238094285714
angra dos reis,2018,33,1,81.531468,0.724,207044,10.5760494,15.495238
angra dos reis,2018,34,0,91.2225994285714,0.724,207044,13.3567902,14.6428571428571
angra dos reis,2018,35,1,88.5436442857143,0.724,207044,14.3241974,15.0714285714286
angra dos reis,2018,36,2,85.2264197142857,0.724,207044,22.494196899999995,14.6632652857143
angra dos reis,2018,37,2,81.2515224285714,0.724,207044,23.0971609,17.025974
angra dos reis,2018,38,2,93.062083,0.724,207044,27.578395,17.0238094286
angra dos reis,2018,39,4,87.92226,0.724,207044,33.4193818,19.7142857143
angra dos reis,2018,40,3,84.5056837143,0.724,207044,37.946048000000005,20.2857142857
angra dos reis,2018,41,4,79.36207,0.724,207044,36.899136,23.8053374286
angra dos reis,2018,42,6,77.7877932857,0.724,207044,37.163952,23.2430067143
angra dos reis,2018,43,5,88.3479135714,0.724,207044,43.463952,19.3571428571
angra dos reis,2018,44,12,88.3479995714,0.724,207044,38.630616,19.2142857143
angra dos reis,2018,45,0,94.7902734286,0.724,207044,47.049751,18.5714285714
angra dos reis,2018,46,6,85.2672408571,0.724,207044,54.118644999999994,22.1428571429
angra dos reis,2018,47,4,92.4123677143,0.724,207044,52.045185,18.8571428571
angra dos reis,2018,48,2,84.6476765714,0.724,207044,52.104690999999995,21.4505492857
angra dos reis,2018,49,2,86.6782234286,0.724,207044,54.326916,20.7582418571
angra dos reis,2018,50,1,52.9867801429,0.724,207044,55.16913600000001,27.813187
angra dos reis,2018,51,7,64.0413441429,0.724,207044,58.153581,28.8571424286
angra dos reis,2018,52,7,82.6770062857,0.724,207044,61.94568100000001,22.7967032857
angra dos reis,2019,1,6,88.874159,0.724,207044,65.725681,23.095238
angra dos reis,2019,2,9,86.8543757143,0.724,207044,67.983088,22.4285714286
angra dos reis,2019,3,8,71.4773732857,0.724,207044,70.15296399999998,26.4725277143
angra dos reis,2019,4,3,71.8077052857,0.724,207044,74.37111220000001,26.7802195714
angra dos reis,2019,5,7,55.2032932857,0.724,207044,56.7211128,29.945055
angra dos reis,2019,6,4,81.6773295714,0.724,207044,57.978151,22.9255187143
angra dos reis,2019,7,8,93.24847,0.724,207044,66.02123500000002,20.5714285714
angra dos reis,2019,8,8,94.4864478571,0.724,207044,51.90864300000001,21.2857142857
angra dos reis,2019,9,9,92.8953871429,0.724,207044,62.081853,21.9285714286
angra dos reis,2019,10,7,92.9461471429,0.724,207044,62.209259,21.7142857143
angra dos reis,2019,11,13,90.8590542857,0.724,207044,56.620494,22.1428571429
angra dos reis,2019,12,22,90.5591142857,0.724,207044,63.892592400000005,21.8928571429
angra dos reis,2019,13,48,89.9327565714,0.724,207044,59.4399996,20.0
angra dos reis,2019,14,127,89.1378085714,0.724,207044,36.84247,20.5714285714
angra dos reis,2019,15,128,90.8335442857,0.724,207044,32.6187652,21.5974025714
angra dos reis,2019,16,171,88.0698457143,0.724,207044,29.4393818,20.7680892857
angra dos reis,2019,17,221,88.8548934286,0.724,207044,29.369752999999996,21.2889611429
angra dos reis,2019,18,190,89.7381027143,0.724,207044,23.423457,19.7755102857
angra dos reis,2019,19,160,91.535222,0.724,207044,21.0296298,18.8571428571
angra dos reis,2019,20,176,85.7442148571,0.724,207044,20.9913578,20.6623377143
angra dos reis,2019,21,106,86.6334542857,0.724,207044,18.4276544,16.6493505714
angra dos reis,2019,22,72,95.5791877143,0.724,207044,15.0701236,14.8571428571
angra dos reis,2019,23,55,89.5134307143,0.724,207044,16.7446916,14.1428571429
angra dos reis,2019,24,41,91.1390625714,0.724,207044,10.3728392,13.6493505714
angra dos reis,2019,25,34,94.7440528571,0.724,207044,10.9467902,13.8571428571
angra dos reis,2019,26,29,95.6315571429,0.724,207044,13.1280254,13.1428571429
angra dos reis,2019,27,26,82.1287484286,0.724,207044,10.5838271,16.3896102857
angra dos reis,2019,28,13,88.5583208571,0.724,207044,12.052468700000002,8.7142857143
angra dos reis,2019,29,11,89.9853907143,0.724,207044,13.650369800000002,10.6493505714
angra dos reis,2019,30,11,93.6593591429,0.724,207044,16.6288892,10.7142857143
angra dos reis,2019,31,12,88.5006461429,0.724,207044,11.921481600000002,13.9870128571
angra dos reis,2019,32,9,91.0237271429,0.724,207044,12.2664198,13.4545454286
angra dos reis,2019,33,6,88.6606267143,0.724,207044,10.5760494,13.2857142857
angra dos reis,2019,34,3,86.9072084286,0.724,207044,12.8933334,15.077922
angra dos reis,2019,35,4,83.40408,0.724,207044,13.0850617,15.1948051429
angra dos reis,2019,36,1,90.5583571429,0.724,207044,22.494196899999995,17.4285714286
angra dos reis,2019,37,3,90.9682644286,0.724,207044,22.996666899999997,17.0
angra dos reis,2019,38,2,83.3076585714,0.724,207044,26.1181483,19.2142857143
angra dos reis,2019,39,0,88.0731745714,0.724,207044,33.4193818,16.4285714286
angra dos reis,2019,40,0,81.2878008571,0.724,207044,37.2993814,18.1428571429
angra dos reis,2019,41,0,85.6035,0.724,207044,37.160864,19.5714285714
angra dos reis,2019,42,2,77.6611001429,0.724,207044,36.113952,20.7142857143
angra dos reis,2019,43,2,80.0215085714,0.724,207044,43.463952,19.2142857143
angra dos reis,2019,44,0,77.3125685714,0.724,207044,38.286666,21.7857142857
angra dos reis,2019,45,1,78.1925978571,0.724,207044,45.871602,21.7142857143
angra dos reis,2019,46,0,82.221468,0.724,207044,54.118644999999994,20.2857142857
angra dos reis,2019,47,0,77.5426562857,0.724,207044,52.459877000000006,21.0408164286
angra dos reis,2019,48,0,69.7870412857,0.724,207044,51.660246,21.8265307143
angra dos reis,2019,49,0,79.7382102857,0.724,207044,54.326916,21.010204
angra dos reis,2019,50,0,80.9559342857,0.724,207044,55.028766000000005,20.5714285714
angra dos reis,2019,51,1,74.2016305714,0.724,207044,57.205556,23.0
angra dos reis,2019,52,3,76.0063411429,0.724,207044,61.94568100000001,22.2040817143
angra dos reis,2020,1,5,67.9679423333,0.724,207044,47.396915,24.690476
angra dos reis,2020,2,5,62.1487904286,0.724,207044,67.440619,27.8163267143
angra dos reis,2020,3,8,67.0615722857,0.724,207044,70.15296399999998,26.1836735714
angra dos reis,2020,4,6,62.7931644286,0.724,207044,73.7685196,24.642857
angra dos reis,2020,5,11,53.285215,0.724,207044,59.0629644,28.4489798571
angra dos reis,2020,6,11,77.9353584286,0.724,207044,57.978151,22.833024
angra dos reis,2020,7,7,84.3490117143,0.724,207044,64.87222300000002,20.1836735714
angra dos reis,2020,8,11,81.7330417143,0.724,207044,55.436791000000014,22.1428571429
angra dos reis,2020,9,10,80.6879008571,0.724,207044,50.21123600000001,20.4897958571
angra dos reis,2020,10,6,78.4070278571,0.724,207044,62.209259,19.4489795714
angra dos reis,2020,11,7,64.9100675714,0.724,207044,58.217284,24.908163
angra dos reis,2020,12,7,70.1004805714,0.724,207044,60.2565432,25.6632652857
angra dos reis,2020,13,4,59.4338778571,0.724,207044,69.3466662,24.3469384286
angra dos reis,2020,14,5,66.8036005714,0.724,207044,36.2227166,25.510204
angra dos reis,2020,15,1,65.1344911429,0.724,207044,34.7306176,23.2755104286
angra dos reis,2020,16,3,63.7877495714,0.724,207044,29.450986599999997,22.8367347143
angra dos reis,2020,17,7,59.3258732857,0.724,207044,29.381357799999996,23.3227038571
angra dos reis,2020,18,9,54.7906247143,0.724,207044,25.8019754,23.4285714286
angra dos reis,2020,19,6,58.2519762857,0.724,207044,21.0449386,20.8877547143
angra dos reis,2020,20,5,62.2625304286,0.724,207044,20.9913578,20.3367342857
angra dos reis,2020,21,3,57.166351,0.724,207044,19.282222200000003,22.7448977143
angra dos reis,2020,22,1,57.7922095714,0.724,207044,15.428889000000002,17.2959181429
angra dos reis,2020,23,1,62.8421824286,0.724,207044,16.7446916,20.6632655714
angra dos reis,2020,24,4,63.6021154286,0.724,207044,12.49679,23.1734691429
angra dos reis,2020,25,3,64.0018,0.724,207044,9.8561726,20.6823651429
angra dos reis,2020,26,1,62.1759107143,0.724,207044,13.1280254,20.1766091429
angra dos reis,2020,27,1,62.1232865714,0.724,207044,11.3107409,19.0103608571
angra dos reis,2020,28,3,59.0860437143,0.724,207044,11.3181479,20.952551
angra dos reis,2020,29,5,62.4033857143,0.724,207044,13.153949900000002,20.9254321429
angra dos reis,2020,30,2,51.4661935714,0.724,207044,16.1324693,21.7684458571
angra dos reis,2020,31,1,59.7241622857,0.724,207044,13.0874076,21.4489798571
angra dos reis,2020,32,1,49.849063,0.724,207044,12.548148200000002,20.4175824286
angra dos reis,2020,33,0,43.740513,0.724,207044,10.8577778,24.2823651429
angra dos reis,2020,34,0,73.2418781429,0.724,207044,11.9664198,19.1224492857
angra dos reis,2020,35,2,50.4255048571,0.724,207044,13.820247,20.8673471429
angra dos reis,2020,36,2,48.3722465714,0.724,207044,19.280740199999997,25.1020407143
angra dos reis,2020,37,0,43.9227688571,0.724,207044,22.7956789,27.4999998571
angra dos reis,2020,38,3,42.6442837143,0.724,207044,23.1976549,27.4638412857
angra dos reis,2020,39,1,64.2793244286,0.724,207044,33.4193818,22.5510205714
angra dos reis,2020,40,1,47.6843944286,0.724,207044,36.0060482,28.9635797143
angra dos reis,2020,41,0,62.907687,0.724,207044,37.68432,26.756672
angra dos reis,2020,42,1,66.1886477143,0.724,207044,36.113952,23.2530092857
angra dos reis,2020,43,0,62.4832617143,0.724,207044,41.363952000000005,24.5714288571
angra dos reis,2020,44,3,64.2841008571,0.724,207044,37.598766,25.3296705714
angra dos reis,2020,45,4,66.1563288571,0.724,207044,45.871602,21.6554158571
angra dos reis,2020,46,1,70.44688,0.724,207044,51.76234699999999,25.4505495714
angra dos reis,2020,47,1,70.4137518571,0.724,207044,53.289261,24.5876355714
angra dos reis,2020,48,0,61.2181336667,0.724,207044,51.215801000000006,26.0431626667
angra dos reis,2020,49,2,,0.724,207044,53.882470999999995,
angra dos reis,2020,50,0,,0.724,207044,54.748026,
angra dos reis,2020,51,2,,0.724,207044,55.309506000000006,
angra dos reis,2020,52,2,,0.724,207044,61.94568100000001,
angra dos reis,2021,1,1,71.3543848571,0.724,207044,66.355681,26.1593408571
angra dos reis,2021,2,0,74.0707657143,0.724,207044,70.15296399999998,26.4693877143
angra dos reis,2021,3,0,58.0372051429,0.724,207044,72.5633344,28.8037677143
angra dos reis,2021,4,0,55.5248914286,0.724,207044,63.74666760000001,29.1084944286
angra dos reis,2021,5,1,75.0494542857,0.724,207044,57.978151,25.5062792857
angra dos reis,2021,6,3,75.6208371429,0.724,207044,62.57419900000002,23.680534
angra dos reis,2021,7,0,70.4123802857,0.724,207044,62.49308700000002,26.3846155714
angra dos reis,2021,8,0,75.1285052857,0.724,207044,41.32419900000001,24.2012034286
angra dos reis,2021,9,1,72.8918328571,0.724,207044,74.01617299999998,24.9506802857
angra dos reis,2021,10,0,73.8510134286,0.724,207044,59.015679,25.155547
angra dos reis,2021,11,3,77.8376681429,0.724,207044,58.4385186,24.6177392857
angra dos reis,2021,12,2,65.8793422857,0.724,207044,69.3466662,27.4599685714
