municipio,year,week,idhm
cardoso moreira,2023,35,0.648
carmo,2023,35,0.696
casimiro de abreu,2023,35,0.726
conceicao de macabu,2023,35,0.712
cordeiro,2023,35,0.729
duas barras,2023,35,0.659
duque de caxias,2023,35,0.711
engenheiro paulo de frontin,2023,35,0.722
guapimirim,2023,35,0.698
iguaba grande,2023,35,0.761
itaborai,2023,35,0.693
itaguai,2023,35,0.715
italva,2023,35,0.688
itaocara,2023,35,0.713
itaperuna,2023,35,0.73
itatiaia,2023,35,0.737
japeri,2023,35,0.659
laje do muriae,2023,35,0.668
macae,2023,35,0.764
macuco,2023,35,0.703
mage,2023,35,0.709
mangaratiba,2023,35,0.753
marica,2023,35,0.765
mendes,2023,35,0.736
mesquita,2023,35,0.656
miguel pereira,2023,35,0.745
miracema,2023,35,0.713
natividade,2023,35,0.673
nilopolis,2023,35,0.753
niteroi,2023,35,0.837
nova friburgo,2023,35,0.745
nova iguacu,2023,35,0.713
paracambi,2023,35,0.72
paraiba do sul,2023,35,0.702
paraty,2023,35,0.693
paty do alferes,2023,35,0.671
petropolis,2023,35,0.745
pinheiral,2023,35,0.715
pirai,2023,35,0.708
porciuncula,2023,35,0.697
porto real,2023,35,0.713
quatis,2023,35,0.69
queimados,2023,35,0.68
quissama,2023,35,0.704
resende,2023,35,0.768
rio bonito,2023,35,0.71
rio claro,2023,35,0.683
rio das flores,2023,35,0.68
rio das ostras,2023,35,0.773
rio de janeiro,2023,35,0.799
santa maria madalena,2023,35,0.668
santo antonio de padua,2023,35,0.718
sao francisco de itabapoana,2023,35,0.639
sao fidelis,2023,35,0.691
sao goncalo,2023,35,0.739
sao joao da barra,2023,35,0.671
sao joao de meriti,2023,35,0.719
sao jose de uba,2023,35,0.652
sao jose do vale do rio preto,2023,35,0.66
sao pedro da aldeia,2023,35,0.712
sao sebastiao do alto,2023,35,0.646
sapucaia,2023,35,0.59
saquarema,2023,35,0.709
seropedica,2023,35,0.713
silva jardim,2023,35,0.654
sumidouro,2023,35,0.611
tangua,2023,35,0.654
teresopolis,2023,35,0.73
trajano de moraes,2023,35,0.667
tres rios,2023,35,0.725
valenca,2023,35,0.623
varre-sai,2023,35,0.659
vassouras,2023,35,0.714
volta redonda,2023,35,0.771
angra dos reis,2023,36,0.724
aperibe,2023,36,0.692
araruama,2023,36,0.718
areal,2023,36,0.684
armacao dos buzios,2023,36,0.728
arraial do cabo,2023,36,0.733
barra do pirai,2023,36,0.733
barra mansa,2023,36,0.729
belford roxo,2023,36,0.684
bom jardim,2023,36,0.538
bom jesus do itabapoana,2023,36,0.732
cabo frio,2023,36,0.735
cachoeiras de macacu,2023,36,0.7
cambuci,2023,36,0.691
carapebus,2023,36,0.713
comendador levy gasparian,2023,36,0.685
campos dos goytacazes,2023,36,0.716
cantagalo,2023,36,0.631
cardoso moreira,2023,36,0.648
carmo,2023,36,0.696
casimiro de abreu,2023,36,0.726
conceicao de macabu,2023,36,0.712
cordeiro,2023,36,0.729
duas barras,2023,36,0.659
duque de caxias,2023,36,0.711
engenheiro paulo de frontin,2023,36,0.722
guapimirim,2023,36,0.698
iguaba grande,2023,36,0.761
itaborai,2023,36,0.693
itaguai,2023,36,0.715
italva,2023,36,0.688
itaocara,2023,36,0.713
itaperuna,2023,36,0.73
itatiaia,2023,36,0.737
japeri,2023,36,0.659
laje do muriae,2023,36,0.668
macae,2023,36,0.764
macuco,2023,36,0.703
mage,2023,36,0.709
mangaratiba,2023,36,0.753
marica,2023,36,0.765
mendes,2023,36,0.736
mesquita,2023,36,0.656
miguel pereira,2023,36,0.745
miracema,2023,36,0.713
natividade,2023,36,0.673
nilopolis,2023,36,0.753
niteroi,2023,36,0.837
nova friburgo,2023,36,0.745
nova iguacu,2023,36,0.713
paracambi,2023,36,0.72
paraiba do sul,2023,36,0.702
paraty,2023,36,0.693
paty do alferes,2023,36,0.671
petropolis,2023,36,0.745
pinheiral,2023,36,0.715
pirai,2023,36,0.708
porciuncula,2023,36,0.697
porto real,2023,36,0.713
quatis,2023,36,0.69
queimados,2023,36,0.68
quissama,2023,36,0.704
resende,2023,36,0.768
rio bonito,2023,36,0.71
rio claro,2023,36,0.683
rio das flores,2023,36,0.68
rio das ostras,2023,36,0.773
rio de janeiro,2023,36,0.799
santa maria madalena,2023,36,0.668
santo antonio de padua,2023,36,0.718
sao francisco de itabapoana,2023,36,0.639
sao fidelis,2023,36,0.691
sao goncalo,2023,36,0.739
sao joao da barra,2023,36,0.671
sao joao de meriti,2023,36,0.719
sao jose de uba,2023,36,0.652
sao jose do vale do rio preto,2023,36,0.66
sao pedro da aldeia,2023,36,0.712
sao sebastiao do alto,2023,36,0.646
sapucaia,2023,36,0.59
saquarema,2023,36,0.709
seropedica,2023,36,0.713
silva jardim,2023,36,0.654
sumidouro,2023,36,0.611
tangua,2023,36,0.654
teresopolis,2023,36,0.73
trajano de moraes,2023,36,0.667
tres rios,2023,36,0.725
valenca,2023,36,0.623
varre-sai,2023,36,0.659
vassouras,2023,36,0.714
volta redonda,2023,36,0.771
angra dos reis,2023,37,0.724
aperibe,2023,37,0.692
araruama,2023,37,0.718
areal,2023,37,0.684
armacao dos buzios,2023,37,0.728
arraial do cabo,2023,37,0.733
barra do pirai,2023,37,0.733
barra mansa,2023,37,0.729
belford roxo,2023,37,0.684
bom jardim,2023,37,0.538
bom jesus do itabapoana,2023,37,0.732
cabo frio,2023,37,0.735
cachoeiras de macacu,2023,37,0.7
cambuci,2023,37,0.691
carapebus,2023,37,0.713
comendador levy gasparian,2023,37,0.685
campos dos goytacazes,2023,37,0.716
cantagalo,2023,37,0.631
cardoso moreira,2023,37,0.648
carmo,2023,37,0.696
casimiro de abreu,2023,37,0.726
conceicao de macabu,2023,37,0.712
cordeiro,2023,37,0.729
duas barras,2023,37,0.659
duque de caxias,2023,37,0.711
engenheiro paulo de frontin,2023,37,0.722
guapimirim,2023,37,0.698
iguaba grande,2023,37,0.761
itaborai,2023,37,0.693
itaguai,2023,37,0.715
italva,2023,37,0.688
itaocara,2023,37,0.713
itaperuna,2023,37,0.73
itatiaia,2023,37,0.737
japeri,2023,37,0.659
laje do muriae,2023,37,0.668
macae,2023,37,0.764
macuco,2023,37,0.703
mage,2023,37,0.709
mangaratiba,2023,37,0.753
marica,2023,37,0.765
mendes,2023,37,0.736
mesquita,2023,37,0.656
miguel pereira,2023,37,0.745
miracema,2023,37,0.713
natividade,2023,37,0.673
nilopolis,2023,37,0.753
niteroi,2023,37,0.837
nova friburgo,2023,37,0.745
nova iguacu,2023,37,0.713
paracambi,2023,37,0.72
paraiba do sul,2023,37,0.702
paraty,2023,37,0.693
paty do alferes,2023,37,0.671
petropolis,2023,37,0.745
pinheiral,2023,37,0.715
pirai,2023,37,0.708
porciuncula,2023,37,0.697
porto real,2023,37,0.713
quatis,2023,37,0.69
queimados,2023,37,0.68
quissama,2023,37,0.704
resende,2023,37,0.768
rio bonito,2023,37,0.71
rio claro,2023,37,0.683
rio das flores,2023,37,0.68
rio das ostras,2023,37,0.773
rio de janeiro,2023,37,0.799
santa maria madalena,2023,37,0.668
santo antonio de padua,2023,37,0.718
sao francisco de itabapoana,2023,37,0.639
sao fidelis,2023,37,0.691
sao goncalo,2023,37,0.739
sao joao da barra,2023,37,0.671
sao joao de meriti,2023,37,0.719
sao jose de uba,2023,37,0.652
sao jose do vale do rio preto,2023,37,0.66
sao pedro da aldeia,2023,37,0.712
sao sebastiao do alto,2023,37,0.646
sapucaia,2023,37,0.59
saquarema,2023,37,0.709
seropedica,2023,37,0.713
silva jardim,2023,37,0.654
sumidouro,2023,37,0.611
tangua,2023,37,0.654
teresopolis,2023,37,0.73
trajano de moraes,2023,37,0.667
tres rios,2023,37,0.725
valenca,2023,37,0.623
varre-sai,2023,37,0.659
vassouras,2023,37,0.714
volta redonda,2023,37,0.771
angra dos reis,2023,38,0.724
aperibe,2023,38,0.692
araruama,2023,38,0.718
areal,2023,38,0.684
armacao dos buzios,2023,38,0.728
arraial do cabo,2023,38,0.733
barra do pirai,2023,38,0.733
barra mansa,2023,38,0.729
belford roxo,2023,38,0.684
bom jardim,2023,38,0.538
bom jesus do itabapoana,2023,38,0.732
cabo frio,2023,38,0.735
cachoeiras de macacu,2023,38,0.7
cambuci,2023,38,0.691
carapebus,2023,38,0.713
comendador levy gasparian,2023,38,0.685
campos dos goytacazes,2023,38,0.716
cantagalo,2023,38,0.631
cardoso moreira,2023,38,0.648
carmo,2023,38,0.696
casimiro de abreu,2023,38,0.726
conceicao de macabu,2023,38,0.712
cordeiro,2023,38,0.729
duas barras,2023,38,0.659
duque de caxias,2023,38,0.711
engenheiro paulo de frontin,2023,38,0.722
guapimirim,2023,38,0.698
iguaba grande,2023,38,0.761
itaborai,2023,38,0.693
itaguai,2023,38,0.715
italva,2023,38,0.688
itaocara,2023,38,0.713
itaperuna,2023,38,0.73
itatiaia,2023,38,0.737
japeri,2023,38,0.659
laje do muriae,2023,38,0.668
macae,2023,38,0.764
macuco,2023,38,0.703
mage,2023,38,0.709
mangaratiba,2023,38,0.753
marica,2023,38,0.765
mendes,2023,38,0.736
mesquita,2023,38,0.656
miguel pereira,2023,38,0.745
miracema,2023,38,0.713
natividade,2023,38,0.673
nilopolis,2023,38,0.753
niteroi,2023,38,0.837
nova friburgo,2023,38,0.745
nova iguacu,2023,38,0.713
paracambi,2023,38,0.72
paraiba do sul,2023,38,0.702
paraty,2023,38,0.693
paty do alferes,2023,38,0.671
petropolis,2023,38,0.745
pinheiral,2023,38,0.715
pirai,2023,38,0.708
porciuncula,2023,38,0.697
porto real,2023,38,0.713
quatis,2023,38,0.69
queimados,2023,38,0.68
quissama,2023,38,0.704
resende,2023,38,0.768
rio bonito,2023,38,0.71
rio claro,2023,38,0.683
rio das flores,2023,38,0.68
rio das ostras,2023,38,0.773
rio de janeiro,2023,38,0.799
santa maria madalena,2023,38,0.668
santo antonio de padua,2023,38,0.718
sao francisco de itabapoana,2023,38,0.639
sao fidelis,2023,38,0.691
sao goncalo,2023,38,0.739
sao joao da barra,2023,38,0.671
sao joao de meriti,2023,38,0.719
sao jose de uba,2023,38,0.652
sao jose do vale do rio preto,2023,38,0.66
sao pedro da aldeia,2023,38,0.712
sao sebastiao do alto,2023,38,0.646
sapucaia,2023,38,0.59
saquarema,2023,38,0.709
seropedica,2023,38,0.713
silva jardim,2023,38,0.654
sumidouro,2023,38,0.611
tangua,2023,38,0.654
teresopolis,2023,38,0.73
trajano de moraes,2023,38,0.667
tres rios,2023,38,0.725
valenca,2023,38,0.623
varre-sai,2023,38,0.659
vassouras,2023,38,0.714
volta redonda,2023,38,0.771
angra dos reis,2023,39,0.724
aperibe,2023,39,0.692
araruama,2023,39,0.718
areal,2023,39,0.684
armacao dos buzios,2023,39,0.728
arraial do cabo,2023,39,0.733
barra do pirai,2023,39,0.733
barra mansa,2023,39,0.729
belford roxo,2023,39,0.684
bom jardim,2023,39,0.538
bom jesus do itabapoana,2023,39,0.732
cabo frio,2023,39,0.735
cachoeiras de macacu,2023,39,0.7
cambuci,2023,39,0.691
carapebus,2023,39,0.713
comendador levy gasparian,2023,39,0.685
campos dos goytacazes,2023,39,0.716
cantagalo,2023,39,0.631
cardoso moreira,2023,39,0.648
carmo,2023,39,0.696
casimiro de abreu,2023,39,0.726
conceicao de macabu,2023,39,0.712
cordeiro,2023,39,0.729
duas barras,2023,39,0.659
duque de caxias,2023,39,0.711
engenheiro paulo de frontin,2023,39,0.722
guapimirim,2023,39,0.698
iguaba grande,2023,39,0.761
itaborai,2023,39,0.693
itaguai,2023,39,0.715
italva,2023,39,0.688
itaocara,2023,39,0.713
itaperuna,2023,39,0.73
itatiaia,2023,39,0.737
japeri,2023,39,0.659
laje do muriae,2023,39,0.668
macae,2023,39,0.764
macuco,2023,39,0.703
mage,2023,39,0.709
mangaratiba,2023,39,0.753
marica,2023,39,0.765
mendes,2023,39,0.736
mesquita,2023,39,0.656
miguel pereira,2023,39,0.745
miracema,2023,39,0.713
natividade,2023,39,0.673
nilopolis,2023,39,0.753
niteroi,2023,39,0.837
nova friburgo,2023,39,0.745
nova iguacu,2023,39,0.713
paracambi,2023,39,0.72
paraiba do sul,2023,39,0.702
paraty,2023,39,0.693
paty do alferes,2023,39,0.671
petropolis,2023,39,0.745
pinheiral,2023,39,0.715
pirai,2023,39,0.708
porciuncula,2023,39,0.697
porto real,2023,39,0.713
quatis,2023,39,0.69
queimados,2023,39,0.68
quissama,2023,39,0.704
resende,2023,39,0.768
rio bonito,2023,39,0.71
rio claro,2023,39,0.683
rio das flores,2023,39,0.68
rio das ostras,2023,39,0.773
rio de janeiro,2023,39,0.799
santa maria madalena,2023,39,0.668
santo antonio de padua,2023,39,0.718
sao francisco de itabapoana,2023,39,0.639
sao fidelis,2023,39,0.691
sao goncalo,2023,39,0.739
sao joao da barra,2023,39,0.671
sao joao de meriti,2023,39,0.719
sao jose de uba,2023,39,0.652
sao jose do vale do rio preto,2023,39,0.66
sao pedro da aldeia,2023,39,0.712
sao sebastiao do alto,2023,39,0.646
sapucaia,2023,39,0.59
saquarema,2023,39,0.709
seropedica,2023,39,0.713
silva jardim,2023,39,0.654
sumidouro,2023,39,0.611
tangua,2023,39,0.654
teresopolis,2023,39,0.73
trajano de moraes,2023,39,0.667
tres rios,2023,39,0.725
valenca,2023,39,0.623
varre-sai,2023,39,0.659
vassouras,2023,39,0.714
volta redonda,2023,39,0.771
angra dos reis,2023,40,0.724
aperibe,2023,40,0.692
araruama,2023,40,0.718
areal,2023,40,0.684
armacao dos buzios,2023,40,0.728
arraial do cabo,2023,40,0.733
barra do pirai,2023,40,0.733
barra mansa,2023,40,0.729
belford roxo,2023,40,0.684
bom jardim,2023,40,0.538
bom jesus do itabapoana,2023,40,0.732
cabo frio,2023,40,0.735
cachoeiras de macacu,2023,40,0.7
cambuci,2023,40,0.691
carapebus,2023,40,0.713
comendador levy gasparian,2023,40,0.685
campos dos goytacazes,2023,40,0.716
cantagalo,2023,40,0.631
cardoso moreira,2023,40,0.648
carmo,2023,40,0.696
casimiro de abreu,2023,40,0.726
conceicao de macabu,2023,40,0.712
cordeiro,2023,40,0.729
duas barras,2023,40,0.659
duque de caxias,2023,40,0.711
engenheiro paulo de frontin,2023,40,0.722
guapimirim,2023,40,0.698
iguaba grande,2023,40,0.761
itaborai,2023,40,0.693
itaguai,2023,40,0.715
italva,2023,40,0.688
itaocara,2023,40,0.713
itaperuna,2023,40,0.73
itatiaia,2023,40,0.737
japeri,2023,40,0.659
laje do muriae,2023,40,0.668
macae,2023,40,0.764
macuco,2023,40,0.703
mage,2023,40,0.709
mangaratiba,2023,40,0.753
marica,2023,40,0.765
mendes,2023,40,0.736
mesquita,2023,40,0.656
miguel pereira,2023,40,0.745
miracema,2023,40,0.713
natividade,2023,40,0.673
nilopolis,2023,40,0.753
niteroi,2023,40,0.837
nova friburgo,2023,40,0.745
nova iguacu,2023,40,0.713
paracambi,2023,40,0.72
paraiba do sul,2023,40,0.702
paraty,2023,40,0.693
paty do alferes,2023,40,0.671
petropolis,2023,40,0.745
pinheiral,2023,40,0.715
pirai,2023,40,0.708
porciuncula,2023,40,0.697
porto real,2023,40,0.713
quatis,2023,40,0.69
queimados,2023,40,0.68
quissama,2023,40,0.704
resende,2023,40,0.768
rio bonito,2023,40,0.71
rio claro,2023,40,0.683
rio das flores,2023,40,0.68
rio das ostras,2023,40,0.773
rio de janeiro,2023,40,0.799
santa maria madalena,2023,40,0.668
santo antonio de padua,2023,40,0.718
sao francisco de itabapoana,2023,40,0.639
sao fidelis,2023,40,0.691
sao goncalo,2023,40,0.739
sao joao da barra,2023,40,0.671
sao joao de meriti,2023,40,0.719
sao jose de uba,2023,40,0.652
sao jose do vale do rio preto,2023,40,0.66
sao pedro da aldeia,2023,40,0.712
sao sebastiao do alto,2023,40,0.646
sapucaia,2023,40,0.59
saquarema,2023,40,0.709
seropedica,2023,40,0.713
silva jardim,2023,40,0.654
sumidouro,2023,40,0.611
tangua,2023,40,0.654
teresopolis,2023,40,0.73
trajano de moraes,2023,40,0.667
tres rios,2023,40,0.725
valenca,2023,40,0.623
varre-sai,2023,40,0.659
vassouras,2023,40,0.714
volta redonda,2023,40,0.771
angra dos reis,2023,41,0.724
aperibe,2023,41,0.692
araruama,2023,41,0.718
areal,2023,41,0.684
armacao dos buzios,2023,41,0.728
arraial do cabo,2023,41,0.733
barra do pirai,2023,41,0.733
barra mansa,2023,41,0.729
belford roxo,2023,41,0.684
bom jardim,2023,41,0.538
bom jesus do itabapoana,2023,41,0.732
cabo frio,2023,41,0.735
cachoeiras de macacu,2023,41,0.7
cambuci,2023,41,0.691
carapebus,2023,41,0.713
comendador levy gasparian,2023,41,0.685
campos dos goytacazes,2023,41,0.716
cantagalo,2023,41,0.631
cardoso moreira,2023,41,0.648
carmo,2023,41,0.696
casimiro de abreu,2023,41,0.726
conceicao de macabu,2023,41,0.712
cordeiro,2023,41,0.729
duas barras,2023,41,0.659
duque de caxias,2023,41,0.711
engenheiro paulo de frontin,2023,41,0.722
guapimirim,2023,41,0.698
iguaba grande,2023,41,0.761
itaborai,2023,41,0.693
itaguai,2023,41,0.715
italva,2023,41,0.688
itaocara,2023,41,0.713
itaperuna,2023,41,0.73
itatiaia,2023,41,0.737
japeri,2023,41,0.659
laje do muriae,2023,41,0.668
macae,2023,41,0.764
macuco,2023,41,0.703
mage,2023,41,0.709
mangaratiba,2023,41,0.753
marica,2023,41,0.765
mendes,2023,41,0.736
mesquita,2023,41,0.656
miguel pereira,2023,41,0.745
miracema,2023,41,0.713
natividade,2023,41,0.673
nilopolis,2023,41,0.753
niteroi,2023,41,0.837
nova friburgo,2023,41,0.745
nova iguacu,2023,41,0.713
paracambi,2023,41,0.72
paraiba do sul,2023,41,0.702
paraty,2023,41,0.693
paty do alferes,2023,41,0.671
petropolis,2023,41,0.745
pinheiral,2023,41,0.715
pirai,2023,41,0.708
porciuncula,2023,41,0.697
porto real,2023,41,0.713
quatis,2023,41,0.69
queimados,2023,41,0.68
quissama,2023,41,0.704
resende,2023,41,0.768
rio bonito,2023,41,0.71
rio claro,2023,41,0.683
rio das flores,2023,41,0.68
rio das ostras,2023,41,0.773
rio de janeiro,2023,41,0.799
santa maria madalena,2023,41,0.668
santo antonio de padua,2023,41,0.718
sao francisco de itabapoana,2023,41,0.639
sao fidelis,2023,41,0.691
sao goncalo,2023,41,0.739
sao joao da barra,2023,41,0.671
sao joao de meriti,2023,41,0.719
sao jose de uba,2023,41,0.652
sao jose do vale do rio preto,2023,41,0.66
sao pedro da aldeia,2023,41,0.712
sao sebastiao do alto,2023,41,0.646
sapucaia,2023,41,0.59
saquarema,2023,41,0.709
seropedica,2023,41,0.713
silva jardim,2023,41,0.654
sumidouro,2023,41,0.611
tangua,2023,41,0.654
teresopolis,2023,41,0.73
trajano de moraes,2023,41,0.667
tres rios,2023,41,0.725
valenca,2023,41,0.623
varre-sai,2023,41,0.659
vassouras,2023,41,0.714
volta redonda,2023,41,0.771
angra dos reis,2023,42,0.724
aperibe,2023,42,0.692
araruama,2023,42,0.718
areal,2023,42,0.684
armacao dos buzios,2023,42,0.728
arraial do cabo,2023,42,0.733
barra do pirai,2023,42,0.733
barra mansa,2023,42,0.729
belford roxo,2023,42,0.684
bom jardim,2023,42,0.538
bom jesus do itabapoana,2023,42,0.732
cabo frio,2023,42,0.735
cachoeiras de macacu,2023,42,0.7
cambuci,2023,42,0.691
carapebus,2023,42,0.713
comendador levy gasparian,2023,42,0.685
campos dos goytacazes,2023,42,0.716
cantagalo,2023,42,0.631
cardoso moreira,2023,42,0.648
carmo,2023,42,0.696
casimiro de abreu,2023,42,0.726
conceicao de macabu,2023,42,0.712
cordeiro,2023,42,0.729
duas barras,2023,42,0.659
duque de caxias,2023,42,0.711
engenheiro paulo de frontin,2023,42,0.722
guapimirim,2023,42,0.698
iguaba grande,2023,42,0.761
itaborai,2023,42,0.693
itaguai,2023,42,0.715
italva,2023,42,0.688
itaocara,2023,42,0.713
itaperuna,2023,42,0.73
itatiaia,2023,42,0.737
japeri,2023,42,0.659
laje do muriae,2023,42,0.668
macae,2023,42,0.764
macuco,2023,42,0.703
mage,2023,42,0.709
mangaratiba,2023,42,0.753
marica,2023,42,0.765
mendes,2023,42,0.736
mesquita,2023,42,0.656
miguel pereira,2023,42,0.745
miracema,2023,42,0.713
natividade,2023,42,0.673
nilopolis,2023,42,0.753
niteroi,2023,42,0.837
nova friburgo,2023,42,0.745
nova iguacu,2023,42,0.713
paracambi,2023,42,0.72
paraiba do sul,2023,42,0.702
paraty,2023,42,0.693
paty do alferes,2023,42,0.671
petropolis,2023,42,0.745
pinheiral,2023,42,0.715
pirai,2023,42,0.708
porciuncula,2023,42,0.697
porto real,2023,42,0.713
quatis,2023,42,0.69
queimados,2023,42,0.68
quissama,2023,42,0.704
resende,2023,42,0.768
rio bonito,2023,42,0.71
rio claro,2023,42,0.683
rio das flores,2023,42,0.68
rio das ostras,2023,42,0.773
rio de janeiro,2023,42,0.799
santa maria madalena,2023,42,0.668
santo antonio de padua,2023,42,0.718
sao francisco de itabapoana,2023,42,0.639
sao fidelis,2023,42,0.691
sao goncalo,2023,42,0.739
sao joao da barra,2023,42,0.671
sao joao de meriti,2023,42,0.719
sao jose de uba,2023,42,0.652
sao jose do vale do rio preto,2023,42,0.66
sao pedro da aldeia,2023,42,0.712
sao sebastiao do alto,2023,42,0.646
sapucaia,2023,42,0.59
saquarema,2023,42,0.709
seropedica,2023,42,0.713
silva jardim,2023,42,0.654
sumidouro,2023,42,0.611
tangua,2023,42,0.654
teresopolis,2023,42,0.73
trajano de moraes,2023,42,0.667
tres rios,2023,42,0.725
valenca,2023,42,0.623
varre-sai,2023,42,0.659
vassouras,2023,42,0.714
volta redonda,2023,42,0.771
angra dos reis,2023,43,0.724
aperibe,2023,43,0.692
araruama,2023,43,0.718
areal,2023,43,0.684
armacao dos buzios,2023,43,0.728
arraial do cabo,2023,43,0.733
barra do pirai,2023,43,0.733
barra mansa,2023,43,0.729
belford roxo,2023,43,0.684
bom jardim,2023,43,0.538
bom jesus do itabapoana,2023,43,0.732
cabo frio,2023,43,0.735
cachoeiras de macacu,2023,43,0.7
cambuci,2023,43,0.691
carapebus,2023,43,0.713
comendador levy gasparian,2023,43,0.685
campos dos goytacazes,2023,43,0.716
cantagalo,2023,43,0.631
cardoso moreira,2023,43,0.648
carmo,2023,43,0.696
casimiro de abreu,2023,43,0.726
conceicao de macabu,2023,43,0.712
cordeiro,2023,43,0.729
duas barras,2023,43,0.659
duque de caxias,2023,43,0.711
engenheiro paulo de frontin,2023,43,0.722
guapimirim,2023,43,0.698
iguaba grande,2023,43,0.761
itaborai,2023,43,0.693
itaguai,2023,43,0.715
italva,2023,43,0.688
itaocara,2023,43,0.713
itaperuna,2023,43,0.73
itatiaia,2023,43,0.737
japeri,2023,43,0.659
laje do muriae,2023,43,0.668
macae,2023,43,0.764
macuco,2023,43,0.703
mage,2023,43,0.709
mangaratiba,2023,43,0.753
marica,2023,43,0.765
mendes,2023,43,0.736
mesquita,2023,43,0.656
miguel pereira,2023,43,0.745
miracema,2023,43,0.713
natividade,2023,43,0.673
nilopolis,2023,43,0.753
niteroi,2023,43,0.837
nova friburgo,2023,43,0.745
nova iguacu,2023,43,0.713
paracambi,2023,43,0.72
paraiba do sul,2023,43,0.702
paraty,2023,43,0.693
paty do alferes,2023,43,0.671
petropolis,2023,43,0.745
pinheiral,2023,43,0.715
pirai,2023,43,0.708
porciuncula,2023,43,0.697
porto real,2023,43,0.713
quatis,2023,43,0.69
queimados,2023,43,0.68
quissama,2023,43,0.704
resende,2023,43,0.768
rio bonito,2023,43,0.71
rio claro,2023,43,0.683
rio das flores,2023,43,0.68
rio das ostras,2023,43,0.773
rio de janeiro,2023,43,0.799
santa maria madalena,2023,43,0.668
santo antonio de padua,2023,43,0.718
sao francisco de itabapoana,2023,43,0.639
sao fidelis,2023,43,0.691
sao goncalo,2023,43,0.739
sao joao da barra,2023,43,0.671
sao joao de meriti,2023,43,0.719
sao jose de uba,2023,43,0.652
sao jose do vale do rio preto,2023,43,0.66
sao pedro da aldeia,2023,43,0.712
sao sebastiao do alto,2023,43,0.646
sapucaia,2023,43,0.59
saquarema,2023,43,0.709
seropedica,2023,43,0.713
silva jardim,2023,43,0.654
sumidouro,2023,43,0.611
tangua,2023,43,0.654
teresopolis,2023,43,0.73
trajano de moraes,2023,43,0.667
tres rios,2023,43,0.725
valenca,2023,43,0.623
varre-sai,2023,43,0.659
vassouras,2023,43,0.714
volta redonda,2023,43,0.771
angra dos reis,2023,44,0.724
aperibe,2023,44,0.692
araruama,2023,44,0.718
areal,2023,44,0.684
armacao dos buzios,2023,44,0.728
arraial do cabo,2023,44,0.733
barra do pirai,2023,44,0.733
barra mansa,2023,44,0.729
belford roxo,2023,44,0.684
bom jardim,2023,44,0.538
bom jesus do itabapoana,2023,44,0.732
cabo frio,2023,44,0.735
cachoeiras de macacu,2023,44,0.7
cambuci,2023,44,0.691
carapebus,2023,44,0.713
comendador levy gasparian,2023,44,0.685
campos dos goytacazes,2023,44,0.716
cantagalo,2023,44,0.631
cardoso moreira,2023,44,0.648
carmo,2023,44,0.696
casimiro de abreu,2023,44,0.726
conceicao de macabu,2023,44,0.712
cordeiro,2023,44,0.729
duas barras,2023,44,0.659
duque de caxias,2023,44,0.711
engenheiro paulo de frontin,2023,44,0.722
guapimirim,2023,44,0.698
iguaba grande,2023,44,0.761
itaborai,2023,44,0.693
itaguai,2023,44,0.715
italva,2023,44,0.688
itaocara,2023,44,0.713
itaperuna,2023,44,0.73
itatiaia,2023,44,0.737
japeri,2023,44,0.659
laje do muriae,2023,44,0.668
macae,2023,44,0.764
macuco,2023,44,0.703
mage,2023,44,0.709
mangaratiba,2023,44,0.753
marica,2023,44,0.765
mendes,2023,44,0.736
mesquita,2023,44,0.656
miguel pereira,2023,44,0.745
miracema,2023,44,0.713
natividade,2023,44,0.673
nilopolis,2023,44,0.753
niteroi,2023,44,0.837
nova friburgo,2023,44,0.745
nova iguacu,2023,44,0.713
paracambi,2023,44,0.72
paraiba do sul,2023,44,0.702
paraty,2023,44,0.693
paty do alferes,2023,44,0.671
petropolis,2023,44,0.745
pinheiral,2023,44,0.715
pirai,2023,44,0.708
porciuncula,2023,44,0.697
porto real,2023,44,0.713
quatis,2023,44,0.69
queimados,2023,44,0.68
quissama,2023,44,0.704
resende,2023,44,0.768
rio bonito,2023,44,0.71
rio claro,2023,44,0.683
rio das flores,2023,44,0.68
rio das ostras,2023,44,0.773
rio de janeiro,2023,44,0.799
santa maria madalena,2023,44,0.668
santo antonio de padua,2023,44,0.718
sao francisco de itabapoana,2023,44,0.639
sao fidelis,2023,44,0.691
sao goncalo,2023,44,0.739
sao joao da barra,2023,44,0.671
sao joao de meriti,2023,44,0.719
sao jose de uba,2023,44,0.652
sao jose do vale do rio preto,2023,44,0.66
sao pedro da aldeia,2023,44,0.712
sao sebastiao do alto,2023,44,0.646
sapucaia,2023,44,0.59
saquarema,2023,44,0.709
seropedica,2023,44,0.713
silva jardim,2023,44,0.654
sumidouro,2023,44,0.611
tangua,2023,44,0.654
teresopolis,2023,44,0.73
trajano de moraes,2023,44,0.667
tres rios,2023,44,0.725
valenca,2023,44,0.623
varre-sai,2023,44,0.659
vassouras,2023,44,0.714
volta redonda,2023,44,0.771
angra dos reis,2023,45,0.724
aperibe,2023,45,0.692
araruama,2023,45,0.718
areal,2023,45,0.684
armacao dos buzios,2023,45,0.728
arraial do cabo,2023,45,0.733
barra do pirai,2023,45,0.733
barra mansa,2023,45,0.729
belford roxo,2023,45,0.684
bom jardim,2023,45,0.538
bom jesus do itabapoana,2023,45,0.732
