municipio,year,week,temperature
mage,2010,9,23.4484352857
mangaratiba,2010,9,23.0913481429
marica,2010,9,23.4484352857
mendes,2010,9,24.7388434286
mesquita,2010,9,19.8452385714
miguel pereira,2010,9,23.4484352857
miracema,2010,9,25.8575187143
natividade,2010,9,25.8575187143
nilopolis,2010,9,23.4484352857
niteroi,2010,9,23.4484352857
nova friburgo,2010,9,24.9393424286
nova iguacu,2010,9,23.4484352857
paracambi,2010,9,24.7388434286
paraiba do sul,2010,9,23.4484352857
paraty,2010,9,21.8131865714
paty do alferes,2010,9,23.4484352857
petropolis,2010,9,23.4484352857
pinheiral,2010,9,24.7388434286
pirai,2010,9,24.7388434286
porciuncula,2010,9,25.8575187143
porto real,2010,9,21.8131865714
quatis,2010,9,21.8131865714
queimados,2010,9,24.7388434286
quissama,2010,9,25.8575187143
resende,2010,9,21.8131865714
rio bonito,2010,9,23.8763661429
rio claro,2010,9,24.7388434286
rio das flores,2010,9,23.4484352857
rio das ostras,2010,9,24.9393424286
rio de janeiro,2010,9,23.4484352857
santa maria madalena,2010,9,25.8575187143
santo antonio de padua,2010,9,25.8575187143
sao francisco de itabapoana,2010,9,25.8575187143
sao fidelis,2010,9,25.8575187143
sao goncalo,2010,9,23.4484352857
sao joao da barra,2010,9,25.8575187143
sao joao de meriti,2010,9,23.4484352857
sao jose de uba,2010,9,25.8575187143
sao jose do vale do rio preto,2010,9,23.4484352857
sao pedro da aldeia,2010,9,25.585498
sao sebastiao do alto,2010,9,25.8575187143
sapucaia,2010,9,23.4484352857
saquarema,2010,9,25.585498
seropedica,2010,9,24.7388434286
silva jardim,2010,9,25.585498
sumidouro,2010,9,24.9393424286
tangua,2010,9,23.4484352857
teresopolis,2010,9,23.4484352857
trajano de moraes,2010,9,24.9393424286
tres rios,2010,9,23.4484352857
valenca,2010,9,20.8993445714
varre-sai,2010,9,25.8575187143
vassouras,2010,9,23.4484352857
volta redonda,2010,9,23.0913481429
angra dos reis,2010,10,28.0979852857
aperibe,2010,10,30.1293232857
araruama,2010,10,29.2359308571
areal,2010,10,27.7837714286
armacao dos buzios,2010,10,27.9523811429
arraial do cabo,2010,10,29.2359308571
barra do pirai,2010,10,26.725748
barra mansa,2010,10,28.8365094286
belford roxo,2010,10,27.7837714286
bom jardim,2010,10,27.9523811429
bom jesus do itabapoana,2010,10,30.1293232857
cabo frio,2010,10,29.2359308571
cachoeiras de macacu,2010,10,27.7837714286
cambuci,2010,10,30.1293232857
carapebus,2010,10,30.1293232857
comendador levy gasparian,2010,10,27.7837714286
campos dos goytacazes,2010,10,30.1293232857
cantagalo,2010,10,27.9523811429
cardoso moreira,2010,10,30.1293232857
carmo,2010,10,27.9523811429
casimiro de abreu,2010,10,27.9523811429
conceicao de macabu,2010,10,30.1293232857
cordeiro,2010,10,27.9523811429
duas barras,2010,10,27.9523811429
duque de caxias,2010,10,27.7837714286
engenheiro paulo de frontin,2010,10,28.8365094286
guapimirim,2010,10,27.7837714286
iguaba grande,2010,10,29.2359308571
itaborai,2010,10,27.7837714286
itaguai,2010,10,28.8365094286
italva,2010,10,30.1293232857
itaocara,2010,10,30.1293232857
itaperuna,2010,10,30.1293232857
itatiaia,2010,10,28.0979852857
japeri,2010,10,27.7837714286
laje do muriae,2010,10,30.1293232857
macae,2010,10,27.9523811429
macuco,2010,10,27.9523811429
mage,2010,10,27.7837714286
mangaratiba,2010,10,26.725748
marica,2010,10,27.7837714286
mendes,2010,10,28.8365094286
mesquita,2010,10,24.6040204286
miguel pereira,2010,10,27.7837714286
miracema,2010,10,30.1293232857
natividade,2010,10,30.1293232857
nilopolis,2010,10,27.7837714286
niteroi,2010,10,27.7837714286
nova friburgo,2010,10,27.9523811429
nova iguacu,2010,10,27.7837714286
paracambi,2010,10,28.8365094286
paraiba do sul,2010,10,27.7837714286
paraty,2010,10,28.0979852857
paty do alferes,2010,10,27.7837714286
petropolis,2010,10,27.7837714286
pinheiral,2010,10,28.8365094286
pirai,2010,10,28.8365094286
porciuncula,2010,10,30.1293232857
porto real,2010,10,28.0979852857
quatis,2010,10,28.0979852857
queimados,2010,10,28.8365094286
quissama,2010,10,30.1293232857
resende,2010,10,28.0979852857
rio bonito,2010,10,27.7844618571
rio claro,2010,10,28.8365094286
rio das flores,2010,10,27.7837714286
rio das ostras,2010,10,27.9523811429
rio de janeiro,2010,10,27.7837714286
santa maria madalena,2010,10,30.1293232857
santo antonio de padua,2010,10,30.1293232857
sao francisco de itabapoana,2010,10,30.1293232857
sao fidelis,2010,10,30.1293232857
sao goncalo,2010,10,27.7837714286
sao joao da barra,2010,10,30.1293232857
sao joao de meriti,2010,10,27.7837714286
sao jose de uba,2010,10,30.1293232857
sao jose do vale do rio preto,2010,10,27.7837714286
sao pedro da aldeia,2010,10,29.2359308571
sao sebastiao do alto,2010,10,30.1293232857
sapucaia,2010,10,27.7837714286
saquarema,2010,10,29.2359308571
seropedica,2010,10,28.8365094286
silva jardim,2010,10,29.2359308571
sumidouro,2010,10,27.9523811429
tangua,2010,10,27.7837714286
teresopolis,2010,10,27.7837714286
trajano de moraes,2010,10,27.9523811429
tres rios,2010,10,27.7837714286
valenca,2010,10,26.7064964286
varre-sai,2010,10,30.1293232857
vassouras,2010,10,27.7837714286
volta redonda,2010,10,26.725748
angra dos reis,2010,11,26.25
aperibe,2010,11,28.0214285714
araruama,2010,11,27.8498167143
areal,2010,11,26.2812981429
armacao dos buzios,2010,11,27.3586725714
arraial do cabo,2010,11,27.8498167143
barra do pirai,2010,11,25.6116702857
barra mansa,2010,11,26.8164438571
belford roxo,2010,11,26.2812981429
bom jardim,2010,11,27.3586725714
bom jesus do itabapoana,2010,11,28.0214285714
cabo frio,2010,11,27.8498167143
cachoeiras de macacu,2010,11,26.2812981429
cambuci,2010,11,28.0214285714
carapebus,2010,11,28.0214285714
comendador levy gasparian,2010,11,26.2812981429
campos dos goytacazes,2010,11,28.0214285714
cantagalo,2010,11,27.3586725714
cardoso moreira,2010,11,28.0214285714
carmo,2010,11,27.3586725714
casimiro de abreu,2010,11,27.3586725714
conceicao de macabu,2010,11,28.0214285714
cordeiro,2010,11,27.3586725714
duas barras,2010,11,27.3586725714
duque de caxias,2010,11,26.2812981429
engenheiro paulo de frontin,2010,11,26.8164438571
guapimirim,2010,11,26.2812981429
iguaba grande,2010,11,27.8498167143
itaborai,2010,11,26.2812981429
itaguai,2010,11,26.8164438571
italva,2010,11,28.0214285714
itaocara,2010,11,28.0214285714
itaperuna,2010,11,28.0214285714
itatiaia,2010,11,26.25
japeri,2010,11,26.2812981429
laje do muriae,2010,11,28.0214285714
macae,2010,11,27.3586725714
macuco,2010,11,27.3586725714
mage,2010,11,26.2812981429
mangaratiba,2010,11,25.6116702857
marica,2010,11,26.2812981429
mendes,2010,11,26.8164438571
mesquita,2010,11,21.7387754286
miguel pereira,2010,11,26.2812981429
miracema,2010,11,28.0214285714
natividade,2010,11,28.0214285714
nilopolis,2010,11,26.2812981429
niteroi,2010,11,26.2812981429
nova friburgo,2010,11,27.3586725714
nova iguacu,2010,11,26.2812981429
paracambi,2010,11,26.8164438571
paraiba do sul,2010,11,26.2812981429
paraty,2010,11,26.25
paty do alferes,2010,11,26.2812981429
petropolis,2010,11,26.2812981429
pinheiral,2010,11,26.8164438571
pirai,2010,11,26.8164438571
porciuncula,2010,11,28.0214285714
porto real,2010,11,26.25
quatis,2010,11,26.25
queimados,2010,11,26.8164438571
quissama,2010,11,28.0214285714
resende,2010,11,26.25
rio bonito,2010,11,26.7445731429
rio claro,2010,11,26.8164438571
rio das flores,2010,11,26.2812981429
rio das ostras,2010,11,27.3586725714
rio de janeiro,2010,11,26.2812981429
santa maria madalena,2010,11,28.0214285714
santo antonio de padua,2010,11,28.0214285714
sao francisco de itabapoana,2010,11,28.0214285714
sao fidelis,2010,11,28.0214285714
sao goncalo,2010,11,26.2812981429
sao joao da barra,2010,11,28.0214285714
sao joao de meriti,2010,11,26.2812981429
sao jose de uba,2010,11,28.0214285714
sao jose do vale do rio preto,2010,11,26.2812981429
sao pedro da aldeia,2010,11,27.8498167143
sao sebastiao do alto,2010,11,28.0214285714
sapucaia,2010,11,26.2812981429
saquarema,2010,11,27.8498167143
seropedica,2010,11,26.8164438571
silva jardim,2010,11,27.8498167143
sumidouro,2010,11,27.3586725714
tangua,2010,11,26.2812981429
teresopolis,2010,11,26.2812981429
trajano de moraes,2010,11,27.3586725714
tres rios,2010,11,26.2812981429
valenca,2010,11,24.3987988571
varre-sai,2010,11,28.0214285714
vassouras,2010,11,26.2812981429
volta redonda,2010,11,25.6116702857
angra dos reis,2010,12,27.535714
aperibe,2010,12,29.1090225714
araruama,2010,12,29.9404762857
areal,2010,12,27.7732617143
armacao dos buzios,2010,12,28.3477085714
arraial do cabo,2010,12,29.9404762857
barra do pirai,2010,12,27.3015245714
barra mansa,2010,12,28.628788
belford roxo,2010,12,27.7732617143
bom jardim,2010,12,28.3477085714
bom jesus do itabapoana,2010,12,29.1090225714
cabo frio,2010,12,29.9404762857
cachoeiras de macacu,2010,12,27.7732617143
cambuci,2010,12,29.1090225714
carapebus,2010,12,29.1090225714
comendador levy gasparian,2010,12,27.7732617143
campos dos goytacazes,2010,12,29.1090225714
cantagalo,2010,12,28.3477085714
cardoso moreira,2010,12,29.1090225714
carmo,2010,12,28.3477085714
casimiro de abreu,2010,12,28.3477085714
conceicao de macabu,2010,12,29.1090225714
cordeiro,2010,12,28.3477085714
duas barras,2010,12,28.3477085714
duque de caxias,2010,12,27.7732617143
engenheiro paulo de frontin,2010,12,28.628788
guapimirim,2010,12,27.7732617143
iguaba grande,2010,12,29.9404762857
itaborai,2010,12,27.7732617143
itaguai,2010,12,28.628788
italva,2010,12,29.1090225714
itaocara,2010,12,29.1090225714
itaperuna,2010,12,29.1090225714
itatiaia,2010,12,27.535714
japeri,2010,12,27.7732617143
laje do muriae,2010,12,29.1090225714
macae,2010,12,28.3477085714
macuco,2010,12,28.3477085714
mage,2010,12,27.7732617143
mangaratiba,2010,12,27.3015245714
marica,2010,12,27.7732617143
mendes,2010,12,28.628788
mesquita,2010,12,22.6487964286
miguel pereira,2010,12,27.7732617143
miracema,2010,12,29.1090225714
natividade,2010,12,29.1090225714
nilopolis,2010,12,27.7732617143
niteroi,2010,12,27.7732617143
nova friburgo,2010,12,28.3477085714
nova iguacu,2010,12,27.7732617143
paracambi,2010,12,28.628788
paraiba do sul,2010,12,27.7732617143
paraty,2010,12,27.535714
paty do alferes,2010,12,27.7732617143
petropolis,2010,12,27.7732617143
pinheiral,2010,12,28.628788
pirai,2010,12,28.628788
porciuncula,2010,12,29.1090225714
porto real,2010,12,27.535714
quatis,2010,12,27.535714
queimados,2010,12,28.628788
quissama,2010,12,29.1090225714
resende,2010,12,27.535714
rio bonito,2010,12,28.5634917143
rio claro,2010,12,28.628788
rio das flores,2010,12,27.7732617143
rio das ostras,2010,12,28.3477085714
rio de janeiro,2010,12,27.7732617143
santa maria madalena,2010,12,29.1090225714
santo antonio de padua,2010,12,29.1090225714
sao francisco de itabapoana,2010,12,29.1090225714
sao fidelis,2010,12,29.1090225714
sao goncalo,2010,12,27.7732617143
sao joao da barra,2010,12,29.1090225714
sao joao de meriti,2010,12,27.7732617143
sao jose de uba,2010,12,29.1090225714
sao jose do vale do rio preto,2010,12,27.7732617143
sao pedro da aldeia,2010,12,29.9404762857
sao sebastiao do alto,2010,12,29.1090225714
sapucaia,2010,12,27.7732617143
saquarema,2010,12,29.9404762857
seropedica,2010,12,28.628788
silva jardim,2010,12,29.9404762857
sumidouro,2010,12,28.3477085714
tangua,2010,12,27.7732617143
teresopolis,2010,12,27.7732617143
trajano de moraes,2010,12,28.3477085714
tres rios,2010,12,27.7732617143
valenca,2010,12,25.9186972857
varre-sai,2010,12,29.1090225714
vassouras,2010,12,27.7732617143
volta redonda,2010,12,27.3015245714
angra dos reis,2010,13,26.2965368571
aperibe,2010,13,28.2939848571
araruama,2010,13,28.6450217143
areal,2010,13,26.4759311429
armacao dos buzios,2010,13,27.2473482857
arraial do cabo,2010,13,28.6450217143
barra do pirai,2010,13,25.8285607143
barra mansa,2010,13,27.0546438571
belford roxo,2010,13,26.4759311429
bom jardim,2010,13,27.2473482857
bom jesus do itabapoana,2010,13,28.2939848571
cabo frio,2010,13,28.6450217143
cachoeiras de macacu,2010,13,26.4759311429
cambuci,2010,13,28.2939848571
carapebus,2010,13,28.2939848571
comendador levy gasparian,2010,13,26.4759311429
campos dos goytacazes,2010,13,28.2939848571
cantagalo,2010,13,27.2473482857
cardoso moreira,2010,13,28.2939848571
carmo,2010,13,27.2473482857
casimiro de abreu,2010,13,27.2473482857
conceicao de macabu,2010,13,28.2939848571
cordeiro,2010,13,27.2473482857
duas barras,2010,13,27.2473482857
duque de caxias,2010,13,26.4759311429
engenheiro paulo de frontin,2010,13,27.0546438571
guapimirim,2010,13,26.4759311429
iguaba grande,2010,13,28.6450217143
itaborai,2010,13,26.4759311429
itaguai,2010,13,27.0546438571
italva,2010,13,28.2939848571
itaocara,2010,13,28.2939848571
itaperuna,2010,13,28.2939848571
itatiaia,2010,13,26.2965368571
japeri,2010,13,26.4759311429
laje do muriae,2010,13,28.2939848571
macae,2010,13,27.2473482857
macuco,2010,13,27.2473482857
mage,2010,13,26.4759311429
mangaratiba,2010,13,25.8285607143
marica,2010,13,26.4759311429
mendes,2010,13,27.0546438571
mesquita,2010,13,22.8489792857
miguel pereira,2010,13,26.4759311429
miracema,2010,13,28.2939848571
natividade,2010,13,28.2939848571
nilopolis,2010,13,26.4759311429
niteroi,2010,13,26.4759311429
nova friburgo,2010,13,27.2473482857
nova iguacu,2010,13,26.4759311429
paracambi,2010,13,27.0546438571
paraiba do sul,2010,13,26.4759311429
paraty,2010,13,26.2965368571
paty do alferes,2010,13,26.4759311429
petropolis,2010,13,26.4759311429
pinheiral,2010,13,27.0546438571
pirai,2010,13,27.0546438571
porciuncula,2010,13,28.2939848571
porto real,2010,13,26.2965368571
quatis,2010,13,26.2965368571
queimados,2010,13,27.0546438571
quissama,2010,13,28.2939848571
resende,2010,13,26.2965368571
rio bonito,2010,13,27.0487531429
rio claro,2010,13,27.0546438571
rio das flores,2010,13,26.4759311429
rio das ostras,2010,13,27.2473482857
rio de janeiro,2010,13,26.4759311429
santa maria madalena,2010,13,28.2939848571
santo antonio de padua,2010,13,28.2939848571
sao francisco de itabapoana,2010,13,28.2939848571
sao fidelis,2010,13,28.2939848571
sao goncalo,2010,13,26.4759311429
sao joao da barra,2010,13,28.2939848571
sao joao de meriti,2010,13,26.4759311429
sao jose de uba,2010,13,28.2939848571
sao jose do vale do rio preto,2010,13,26.4759311429
sao pedro da aldeia,2010,13,28.6450217143
sao sebastiao do alto,2010,13,28.2939848571
sapucaia,2010,13,26.4759311429
saquarema,2010,13,28.6450217143
seropedica,2010,13,27.0546438571
silva jardim,2010,13,28.6450217143
sumidouro,2010,13,27.2473482857
tangua,2010,13,26.4759311429
teresopolis,2010,13,26.4759311429
trajano de moraes,2010,13,27.2473482857
tres rios,2010,13,26.4759311429
valenca,2010,13,24.3909552857
varre-sai,2010,13,28.2939848571
vassouras,2010,13,26.4759311429
volta redonda,2010,13,25.8285607143
angra dos reis,2010,14,20.8701297143
aperibe,2010,14,25.635714
araruama,2010,14,25.0
areal,2010,14,22.3579805714
armacao dos buzios,2010,14,24.3882358571
arraial do cabo,2010,14,25.0
barra do pirai,2010,14,21.9658668571
barra mansa,2010,14,23.03075
belford roxo,2010,14,22.3579805714
bom jardim,2010,14,24.3882358571
bom jesus do itabapoana,2010,14,25.635714
cabo frio,2010,14,25.0
cachoeiras de macacu,2010,14,22.3579805714
cambuci,2010,14,25.635714
carapebus,2010,14,25.635714
comendador levy gasparian,2010,14,22.3579805714
campos dos goytacazes,2010,14,25.635714
cantagalo,2010,14,24.3882358571
cardoso moreira,2010,14,25.635714
carmo,2010,14,24.3882358571
casimiro de abreu,2010,14,24.3882358571
conceicao de macabu,2010,14,25.635714
cordeiro,2010,14,24.3882358571
duas barras,2010,14,24.3882358571
duque de caxias,2010,14,22.3579805714
engenheiro paulo de frontin,2010,14,23.03075
guapimirim,2010,14,22.3579805714
iguaba grande,2010,14,25.0
itaborai,2010,14,22.3579805714
itaguai,2010,14,23.03075
italva,2010,14,25.635714
itaocara,2010,14,25.635714
itaperuna,2010,14,25.635714
itatiaia,2010,14,20.8701297143
japeri,2010,14,22.3579805714
laje do muriae,2010,14,25.635714
macae,2010,14,24.3882358571
macuco,2010,14,24.3882358571
mage,2010,14,22.3579805714
mangaratiba,2010,14,21.9658668571
marica,2010,14,22.3579805714
mendes,2010,14,23.03075
mesquita,2010,14,19.2725624286
miguel pereira,2010,14,22.3579805714
miracema,2010,14,25.635714
natividade,2010,14,25.635714
nilopolis,2010,14,22.3579805714
niteroi,2010,14,22.3579805714
nova friburgo,2010,14,24.3882358571
nova iguacu,2010,14,22.3579805714
paracambi,2010,14,23.03075
paraiba do sul,2010,14,22.3579805714
paraty,2010,14,20.8701297143
paty do alferes,2010,14,22.3579805714
petropolis,2010,14,22.3579805714
pinheiral,2010,14,23.03075
pirai,2010,14,23.03075
porciuncula,2010,14,25.635714
porto real,2010,14,20.8701297143
quatis,2010,14,20.8701297143
queimados,2010,14,23.03075
quissama,2010,14,25.635714
resende,2010,14,20.8701297143
rio bonito,2010,14,23.686584
rio claro,2010,14,23.03075
rio das flores,2010,14,22.3579805714
rio das ostras,2010,14,24.3882358571
rio de janeiro,2010,14,22.3579805714
santa maria madalena,2010,14,25.635714
santo antonio de padua,2010,14,25.635714
sao francisco de itabapoana,2010,14,25.635714
sao fidelis,2010,14,25.635714
sao goncalo,2010,14,22.3579805714
sao joao da barra,2010,14,25.635714
sao joao de meriti,2010,14,22.3579805714
sao jose de uba,2010,14,25.635714
sao jose do vale do rio preto,2010,14,22.3579805714
sao pedro da aldeia,2010,14,25.0
sao sebastiao do alto,2010,14,25.635714
sapucaia,2010,14,22.3579805714
saquarema,2010,14,25.0
seropedica,2010,14,23.03075
silva jardim,2010,14,25.0
sumidouro,2010,14,24.3882358571
tangua,2010,14,22.3579805714
teresopolis,2010,14,22.3579805714
trajano de moraes,2010,14,24.3882358571
tres rios,2010,14,22.3579805714
valenca,2010,14,19.3252051429
varre-sai,2010,14,25.635714
vassouras,2010,14,22.3579805714
volta redonda,2010,14,21.9658668571
angra dos reis,2010,15,23.7997837143
aperibe,2010,15,25.1639355714
araruama,2010,15,25.8309522857
areal,2010,15,23.923137
armacao dos buzios,2010,15,24.1726962857
arraial do cabo,2010,15,25.8309522857
barra do pirai,2010,15,23.4970604286
barra mansa,2010,15,24.8532004286
belford roxo,2010,15,23.923137
bom jardim,2010,15,24.1726962857
bom jesus do itabapoana,2010,15,25.1639355714
cabo frio,2010,15,25.8309522857
cachoeiras de macacu,2010,15,23.923137
cambuci,2010,15,25.1639355714
carapebus,2010,15,25.1639355714
comendador levy gasparian,2010,15,23.923137
campos dos goytacazes,2010,15,25.1639355714
cantagalo,2010,15,24.1726962857
cardoso moreira,2010,15,25.1639355714
carmo,2010,15,24.1726962857
casimiro de abreu,2010,15,24.1726962857
conceicao de macabu,2010,15,25.1639355714
cordeiro,2010,15,24.1726962857
duas barras,2010,15,24.1726962857
duque de caxias,2010,15,23.923137
engenheiro paulo de frontin,2010,15,24.8532004286
guapimirim,2010,15,23.923137
iguaba grande,2010,15,25.8309522857
itaborai,2010,15,23.923137
itaguai,2010,15,24.8532004286
italva,2010,15,25.1639355714
itaocara,2010,15,25.1639355714
itaperuna,2010,15,25.1639355714
itatiaia,2010,15,23.7997837143
japeri,2010,15,23.923137
laje do muriae,2010,15,25.1639355714
macae,2010,15,24.1726962857
macuco,2010,15,24.1726962857
mage,2010,15,23.923137
mangaratiba,2010,15,23.4970604286
marica,2010,15,23.923137
mendes,2010,15,24.8532004286
mesquita,2010,15,19.9551021429
miguel pereira,2010,15,23.923137
miracema,2010,15,25.1639355714
natividade,2010,15,25.1639355714
nilopolis,2010,15,23.923137
niteroi,2010,15,23.923137
nova friburgo,2010,15,24.1726962857
nova iguacu,2010,15,23.923137
paracambi,2010,15,24.8532004286
paraiba do sul,2010,15,23.923137
paraty,2010,15,23.7997837143
paty do alferes,2010,15,23.923137
petropolis,2010,15,23.923137
pinheiral,2010,15,24.8532004286
pirai,2010,15,24.8532004286
porciuncula,2010,15,25.1639355714
porto real,2010,15,23.7997837143
quatis,2010,15,23.7997837143
queimados,2010,15,24.8532004286
