municipio,year,week,cases
itatiaia,2010,12,0
japeri,2010,12,1
laje do muriae,2010,12,0
macae,2010,12,44
macuco,2010,12,0
mage,2010,12,9
mangaratiba,2010,12,3
marica,2010,12,1
mendes,2010,12,1
mesquita,2010,12,1
miguel pereira,2010,12,0
miracema,2010,12,0
natividade,2010,12,16
nilopolis,2010,12,3
niteroi,2010,12,39
nova friburgo,2010,12,6
nova iguacu,2010,12,35
paracambi,2010,12,0
paraiba do sul,2010,12,1
paraty,2010,12,0
paty do alferes,2010,12,0
petropolis,2010,12,4
pinheiral,2010,12,0
pirai,2010,12,1
porciuncula,2010,12,8
porto real,2010,12,0
quatis,2010,12,0
queimados,2010,12,5
quissama,2010,12,2
resende,2010,12,2
rio bonito,2010,12,21
rio claro,2010,12,0
rio das flores,2010,12,1
rio das ostras,2010,12,4
rio de janeiro,2010,12,101
santa maria madalena,2010,12,0
santo antonio de padua,2010,12,1
sao francisco de itabapoana,2010,12,0
sao fidelis,2010,12,25
sao goncalo,2010,12,87
sao joao da barra,2010,12,0
sao joao de meriti,2010,12,3
sao jose de uba,2010,12,0
sao jose do vale do rio preto,2010,12,6
sao pedro da aldeia,2010,12,3
sao sebastiao do alto,2010,12,0
sapucaia,2010,12,0
saquarema,2010,12,0
seropedica,2010,12,1
silva jardim,2010,12,5
sumidouro,2010,12,0
tangua,2010,12,87
teresopolis,2010,12,1
trajano de moraes,2010,12,0
tres rios,2010,12,1
valenca,2010,12,16
varre-sai,2010,12,1
vassouras,2010,12,22
volta redonda,2010,12,5
angra dos reis,2010,13,65
aperibe,2010,13,0
araruama,2010,13,22
areal,2010,13,0
armacao dos buzios,2010,13,0
arraial do cabo,2010,13,2
barra do pirai,2010,13,1
barra mansa,2010,13,14
belford roxo,2010,13,15
bom jardim,2010,13,0
bom jesus do itabapoana,2010,13,0
cabo frio,2010,13,31
cachoeiras de macacu,2010,13,26
cambuci,2010,13,6
carapebus,2010,13,0
comendador levy gasparian,2010,13,0
campos dos goytacazes,2010,13,81
cantagalo,2010,13,6
cardoso moreira,2010,13,0
carmo,2010,13,0
casimiro de abreu,2010,13,8
conceicao de macabu,2010,13,0
cordeiro,2010,13,5
duas barras,2010,13,0
duque de caxias,2010,13,29
engenheiro paulo de frontin,2010,13,0
guapimirim,2010,13,1
iguaba grande,2010,13,2
itaborai,2010,13,123
itaguai,2010,13,20
italva,2010,13,4
itaocara,2010,13,4
itaperuna,2010,13,36
itatiaia,2010,13,0
japeri,2010,13,0
laje do muriae,2010,13,0
macae,2010,13,70
macuco,2010,13,0
mage,2010,13,20
mangaratiba,2010,13,4
marica,2010,13,2
mendes,2010,13,0
mesquita,2010,13,2
miguel pereira,2010,13,1
miracema,2010,13,0
natividade,2010,13,23
nilopolis,2010,13,2
niteroi,2010,13,42
nova friburgo,2010,13,4
nova iguacu,2010,13,36
paracambi,2010,13,1
paraiba do sul,2010,13,0
paraty,2010,13,0
paty do alferes,2010,13,0
petropolis,2010,13,1
pinheiral,2010,13,0
pirai,2010,13,0
porciuncula,2010,13,9
porto real,2010,13,0
quatis,2010,13,0
queimados,2010,13,8
quissama,2010,13,0
resende,2010,13,7
rio bonito,2010,13,22
rio claro,2010,13,0
rio das flores,2010,13,0
rio das ostras,2010,13,5
rio de janeiro,2010,13,84
santa maria madalena,2010,13,0
santo antonio de padua,2010,13,12
sao francisco de itabapoana,2010,13,3
sao fidelis,2010,13,16
sao goncalo,2010,13,95
sao joao da barra,2010,13,0
sao joao de meriti,2010,13,13
sao jose de uba,2010,13,0
sao jose do vale do rio preto,2010,13,5
sao pedro da aldeia,2010,13,4
sao sebastiao do alto,2010,13,0
sapucaia,2010,13,0
saquarema,2010,13,0
seropedica,2010,13,4
silva jardim,2010,13,9
sumidouro,2010,13,0
tangua,2010,13,94
teresopolis,2010,13,0
trajano de moraes,2010,13,0
tres rios,2010,13,1
valenca,2010,13,31
varre-sai,2010,13,1
vassouras,2010,13,29
volta redonda,2010,13,10
angra dos reis,2010,14,48
aperibe,2010,14,0
araruama,2010,14,14
areal,2010,14,0
armacao dos buzios,2010,14,0
arraial do cabo,2010,14,4
barra do pirai,2010,14,1
barra mansa,2010,14,9
belford roxo,2010,14,37
bom jardim,2010,14,0
bom jesus do itabapoana,2010,14,0
cabo frio,2010,14,12
cachoeiras de macacu,2010,14,53
cambuci,2010,14,1
carapebus,2010,14,0
comendador levy gasparian,2010,14,0
campos dos goytacazes,2010,14,157
cantagalo,2010,14,5
cardoso moreira,2010,14,1
carmo,2010,14,0
casimiro de abreu,2010,14,8
conceicao de macabu,2010,14,2
cordeiro,2010,14,3
duas barras,2010,14,0
duque de caxias,2010,14,35
engenheiro paulo de frontin,2010,14,0
guapimirim,2010,14,2
iguaba grande,2010,14,3
itaborai,2010,14,102
itaguai,2010,14,20
italva,2010,14,3
itaocara,2010,14,5
itaperuna,2010,14,76
itatiaia,2010,14,0
japeri,2010,14,0
laje do muriae,2010,14,10
macae,2010,14,95
macuco,2010,14,0
mage,2010,14,16
mangaratiba,2010,14,7
marica,2010,14,2
mendes,2010,14,0
mesquita,2010,14,0
miguel pereira,2010,14,0
miracema,2010,14,2
natividade,2010,14,32
nilopolis,2010,14,1
niteroi,2010,14,46
nova friburgo,2010,14,4
nova iguacu,2010,14,20
paracambi,2010,14,4
paraiba do sul,2010,14,0
paraty,2010,14,0
paty do alferes,2010,14,0
petropolis,2010,14,2
pinheiral,2010,14,1
pirai,2010,14,0
porciuncula,2010,14,4
porto real,2010,14,0
quatis,2010,14,0
queimados,2010,14,5
quissama,2010,14,1
resende,2010,14,3
rio bonito,2010,14,33
rio claro,2010,14,0
rio das flores,2010,14,0
rio das ostras,2010,14,8
rio de janeiro,2010,14,78
santa maria madalena,2010,14,0
santo antonio de padua,2010,14,19
sao francisco de itabapoana,2010,14,1
sao fidelis,2010,14,25
sao goncalo,2010,14,113
sao joao da barra,2010,14,2
sao joao de meriti,2010,14,9
sao jose de uba,2010,14,1
sao jose do vale do rio preto,2010,14,3
sao pedro da aldeia,2010,14,47
sao sebastiao do alto,2010,14,0
sapucaia,2010,14,0
saquarema,2010,14,4
seropedica,2010,14,1
silva jardim,2010,14,11
sumidouro,2010,14,0
tangua,2010,14,73
teresopolis,2010,14,0
trajano de moraes,2010,14,0
tres rios,2010,14,2
valenca,2010,14,50
varre-sai,2010,14,0
vassouras,2010,14,32
volta redonda,2010,14,7
angra dos reis,2010,15,52
aperibe,2010,15,0
araruama,2010,15,20
areal,2010,15,0
armacao dos buzios,2010,15,2
arraial do cabo,2010,15,8
barra do pirai,2010,15,0
barra mansa,2010,15,6
belford roxo,2010,15,24
bom jardim,2010,15,0
bom jesus do itabapoana,2010,15,0
cabo frio,2010,15,36
cachoeiras de macacu,2010,15,35
cambuci,2010,15,9
carapebus,2010,15,0
comendador levy gasparian,2010,15,1
campos dos goytacazes,2010,15,169
cantagalo,2010,15,10
cardoso moreira,2010,15,0
carmo,2010,15,0
casimiro de abreu,2010,15,2
conceicao de macabu,2010,15,0
cordeiro,2010,15,9
duas barras,2010,15,0
duque de caxias,2010,15,26
engenheiro paulo de frontin,2010,15,0
guapimirim,2010,15,0
iguaba grande,2010,15,0
itaborai,2010,15,116
itaguai,2010,15,16
italva,2010,15,6
itaocara,2010,15,5
itaperuna,2010,15,76
itatiaia,2010,15,0
japeri,2010,15,0
laje do muriae,2010,15,8
macae,2010,15,76
macuco,2010,15,1
mage,2010,15,9
mangaratiba,2010,15,18
marica,2010,15,1
mendes,2010,15,0
mesquita,2010,15,0
miguel pereira,2010,15,0
miracema,2010,15,0
natividade,2010,15,11
nilopolis,2010,15,0
niteroi,2010,15,60
nova friburgo,2010,15,7
nova iguacu,2010,15,22
paracambi,2010,15,4
paraiba do sul,2010,15,1
paraty,2010,15,0
paty do alferes,2010,15,0
petropolis,2010,15,1
pinheiral,2010,15,0
pirai,2010,15,0
porciuncula,2010,15,4
porto real,2010,15,0
quatis,2010,15,3
queimados,2010,15,1
quissama,2010,15,3
resende,2010,15,4
rio bonito,2010,15,25
rio claro,2010,15,0
rio das flores,2010,15,1
rio das ostras,2010,15,9
rio de janeiro,2010,15,82
santa maria madalena,2010,15,0
santo antonio de padua,2010,15,10
sao francisco de itabapoana,2010,15,0
sao fidelis,2010,15,16
sao goncalo,2010,15,210
sao joao da barra,2010,15,4
sao joao de meriti,2010,15,8
sao jose de uba,2010,15,0
sao jose do vale do rio preto,2010,15,0
sao pedro da aldeia,2010,15,12
sao sebastiao do alto,2010,15,0
sapucaia,2010,15,0
saquarema,2010,15,4
seropedica,2010,15,7
silva jardim,2010,15,5
sumidouro,2010,15,0
tangua,2010,15,63
teresopolis,2010,15,0
trajano de moraes,2010,15,0
tres rios,2010,15,2
valenca,2010,15,42
varre-sai,2010,15,0
vassouras,2010,15,23
volta redonda,2010,15,10
angra dos reis,2010,16,57
aperibe,2010,16,0
araruama,2010,16,30
areal,2010,16,0
armacao dos buzios,2010,16,3
arraial do cabo,2010,16,4
barra do pirai,2010,16,0
barra mansa,2010,16,7
belford roxo,2010,16,27
bom jardim,2010,16,0
bom jesus do itabapoana,2010,16,0
cabo frio,2010,16,86
cachoeiras de macacu,2010,16,32
cambuci,2010,16,4
carapebus,2010,16,0
comendador levy gasparian,2010,16,0
campos dos goytacazes,2010,16,209
cantagalo,2010,16,16
cardoso moreira,2010,16,0
carmo,2010,16,0
casimiro de abreu,2010,16,1
conceicao de macabu,2010,16,0
cordeiro,2010,16,2
duas barras,2010,16,0
duque de caxias,2010,16,45
engenheiro paulo de frontin,2010,16,0
guapimirim,2010,16,0
iguaba grande,2010,16,6
itaborai,2010,16,87
itaguai,2010,16,20
italva,2010,16,13
itaocara,2010,16,10
itaperuna,2010,16,86
itatiaia,2010,16,0
japeri,2010,16,0
laje do muriae,2010,16,15
macae,2010,16,65
macuco,2010,16,2
mage,2010,16,17
mangaratiba,2010,16,9
marica,2010,16,3
mendes,2010,16,1
mesquita,2010,16,2
miguel pereira,2010,16,0
miracema,2010,16,0
natividade,2010,16,20
nilopolis,2010,16,0
niteroi,2010,16,66
nova friburgo,2010,16,8
nova iguacu,2010,16,9
paracambi,2010,16,0
paraiba do sul,2010,16,0
paraty,2010,16,0
paty do alferes,2010,16,0
petropolis,2010,16,4
pinheiral,2010,16,0
pirai,2010,16,1
porciuncula,2010,16,2
porto real,2010,16,0
quatis,2010,16,1
queimados,2010,16,2
quissama,2010,16,4
resende,2010,16,2
rio bonito,2010,16,18
rio claro,2010,16,2
rio das flores,2010,16,2
rio das ostras,2010,16,12
rio de janeiro,2010,16,92
santa maria madalena,2010,16,0
santo antonio de padua,2010,16,13
sao francisco de itabapoana,2010,16,1
sao fidelis,2010,16,31
sao goncalo,2010,16,211
sao joao da barra,2010,16,10
sao joao de meriti,2010,16,12
sao jose de uba,2010,16,0
sao jose do vale do rio preto,2010,16,0
sao pedro da aldeia,2010,16,8
sao sebastiao do alto,2010,16,0
sapucaia,2010,16,0
saquarema,2010,16,5
seropedica,2010,16,7
silva jardim,2010,16,6
sumidouro,2010,16,0
tangua,2010,16,53
teresopolis,2010,16,1
trajano de moraes,2010,16,0
tres rios,2010,16,2
valenca,2010,16,53
varre-sai,2010,16,0
vassouras,2010,16,42
volta redonda,2010,16,11
angra dos reis,2010,17,59
aperibe,2010,17,2
araruama,2010,17,56
areal,2010,17,1
armacao dos buzios,2010,17,2
arraial do cabo,2010,17,2
barra do pirai,2010,17,1
barra mansa,2010,17,8
belford roxo,2010,17,64
bom jardim,2010,17,0
bom jesus do itabapoana,2010,17,1
cabo frio,2010,17,105
cachoeiras de macacu,2010,17,31
cambuci,2010,17,5
carapebus,2010,17,0
comendador levy gasparian,2010,17,0
campos dos goytacazes,2010,17,293
cantagalo,2010,17,25
cardoso moreira,2010,17,0
carmo,2010,17,0
casimiro de abreu,2010,17,0
conceicao de macabu,2010,17,1
cordeiro,2010,17,10
duas barras,2010,17,3
duque de caxias,2010,17,77
engenheiro paulo de frontin,2010,17,0
guapimirim,2010,17,2
iguaba grande,2010,17,6
itaborai,2010,17,106
itaguai,2010,17,32
italva,2010,17,12
itaocara,2010,17,7
itaperuna,2010,17,155
itatiaia,2010,17,0
japeri,2010,17,0
laje do muriae,2010,17,4
macae,2010,17,122
macuco,2010,17,2
mage,2010,17,28
mangaratiba,2010,17,9
marica,2010,17,3
mendes,2010,17,0
mesquita,2010,17,1
miguel pereira,2010,17,0
miracema,2010,17,0
natividade,2010,17,29
nilopolis,2010,17,0
niteroi,2010,17,120
nova friburgo,2010,17,4
nova iguacu,2010,17,10
paracambi,2010,17,0
paraiba do sul,2010,17,0
paraty,2010,17,0
paty do alferes,2010,17,0
petropolis,2010,17,1
pinheiral,2010,17,0
pirai,2010,17,0
porciuncula,2010,17,11
porto real,2010,17,0
quatis,2010,17,0
queimados,2010,17,5
quissama,2010,17,3
resende,2010,17,4
rio bonito,2010,17,35
rio claro,2010,17,0
rio das flores,2010,17,2
rio das ostras,2010,17,16
rio de janeiro,2010,17,121
santa maria madalena,2010,17,0
santo antonio de padua,2010,17,6
sao francisco de itabapoana,2010,17,3
sao fidelis,2010,17,26
sao goncalo,2010,17,185
sao joao da barra,2010,17,21
sao joao de meriti,2010,17,15
sao jose de uba,2010,17,0
sao jose do vale do rio preto,2010,17,0
sao pedro da aldeia,2010,17,9
sao sebastiao do alto,2010,17,0
sapucaia,2010,17,0
saquarema,2010,17,4
seropedica,2010,17,1
silva jardim,2010,17,7
sumidouro,2010,17,0
tangua,2010,17,49
teresopolis,2010,17,0
trajano de moraes,2010,17,0
tres rios,2010,17,1
valenca,2010,17,93
varre-sai,2010,17,0
vassouras,2010,17,37
volta redonda,2010,17,8
angra dos reis,2010,18,97
aperibe,2010,18,5
araruama,2010,18,53
areal,2010,18,0
armacao dos buzios,2010,18,2
arraial do cabo,2010,18,2
barra do pirai,2010,18,3
barra mansa,2010,18,7
belford roxo,2010,18,44
bom jardim,2010,18,0
bom jesus do itabapoana,2010,18,0
cabo frio,2010,18,125
cachoeiras de macacu,2010,18,17
cambuci,2010,18,2
carapebus,2010,18,0
comendador levy gasparian,2010,18,0
campos dos goytacazes,2010,18,315
cantagalo,2010,18,8
cardoso moreira,2010,18,1
carmo,2010,18,3
casimiro de abreu,2010,18,0
conceicao de macabu,2010,18,0
cordeiro,2010,18,10
duas barras,2010,18,2
duque de caxias,2010,18,73
engenheiro paulo de frontin,2010,18,0
guapimirim,2010,18,2
iguaba grande,2010,18,12
itaborai,2010,18,97
itaguai,2010,18,19
italva,2010,18,19
itaocara,2010,18,1
itaperuna,2010,18,146
itatiaia,2010,18,0
japeri,2010,18,0
laje do muriae,2010,18,0
macae,2010,18,174
macuco,2010,18,2
mage,2010,18,18
mangaratiba,2010,18,11
marica,2010,18,8
mendes,2010,18,0
mesquita,2010,18,0
miguel pereira,2010,18,0
miracema,2010,18,0
natividade,2010,18,17
nilopolis,2010,18,5
niteroi,2010,18,142
nova friburgo,2010,18,10
nova iguacu,2010,18,13
paracambi,2010,18,1
paraiba do sul,2010,18,1
paraty,2010,18,0
paty do alferes,2010,18,0
petropolis,2010,18,3
pinheiral,2010,18,0
pirai,2010,18,2
porciuncula,2010,18,3
porto real,2010,18,0
quatis,2010,18,0
queimados,2010,18,4
quissama,2010,18,3
resende,2010,18,3
rio bonito,2010,18,17
rio claro,2010,18,0
rio das flores,2010,18,1
rio das ostras,2010,18,17
rio de janeiro,2010,18,137
santa maria madalena,2010,18,0
santo antonio de padua,2010,18,14
sao francisco de itabapoana,2010,18,0
sao fidelis,2010,18,24
sao goncalo,2010,18,194
sao joao da barra,2010,18,21
sao joao de meriti,2010,18,14
sao jose de uba,2010,18,0
sao jose do vale do rio preto,2010,18,0
sao pedro da aldeia,2010,18,8
sao sebastiao do alto,2010,18,1
sapucaia,2010,18,0
saquarema,2010,18,3
seropedica,2010,18,0
silva jardim,2010,18,1
sumidouro,2010,18,0
tangua,2010,18,45
teresopolis,2010,18,0
trajano de moraes,2010,18,0
tres rios,2010,18,1
valenca,2010,18,89
varre-sai,2010,18,0
vassouras,2010,18,37
volta redonda,2010,18,9
angra dos reis,2010,19,100
aperibe,2010,19,16
araruama,2010,19,36
areal,2010,19,1
armacao dos buzios,2010,19,6
arraial do cabo,2010,19,3
barra do pirai,2010,19,0
barra mansa,2010,19,2
belford roxo,2010,19,48
bom jardim,2010,19,0
bom jesus do itabapoana,2010,19,0
cabo frio,2010,19,183
cachoeiras de macacu,2010,19,26
cambuci,2010,19,0
carapebus,2010,19,2
comendador levy gasparian,2010,19,0
campos dos goytacazes,2010,19,337
cantagalo,2010,19,19
cardoso moreira,2010,19,1
carmo,2010,19,1
casimiro de abreu,2010,19,0
conceicao de macabu,2010,19,1
cordeiro,2010,19,8
duas barras,2010,19,1
duque de caxias,2010,19,53
engenheiro paulo de frontin,2010,19,0
guapimirim,2010,19,2
iguaba grande,2010,19,4
itaborai,2010,19,90
itaguai,2010,19,17
italva,2010,19,9
itaocara,2010,19,3
itaperuna,2010,19,154
itatiaia,2010,19,0
japeri,2010,19,0
laje do muriae,2010,19,0
macae,2010,19,135
macuco,2010,19,10
mage,2010,19,24
mangaratiba,2010,19,9
marica,2010,19,4
mendes,2010,19,0
mesquita,2010,19,2
miguel pereira,2010,19,0
miracema,2010,19,0
natividade,2010,19,14
nilopolis,2010,19,0
niteroi,2010,19,127
nova friburgo,2010,19,4
nova iguacu,2010,19,30
paracambi,2010,19,1
paraiba do sul,2010,19,0
paraty,2010,19,0
paty do alferes,2010,19,0
petropolis,2010,19,1
pinheiral,2010,19,0
pirai,2010,19,0
porciuncula,2010,19,1
porto real,2010,19,0
quatis,2010,19,0
queimados,2010,19,3
quissama,2010,19,6
resende,2010,19,2
rio bonito,2010,19,29
rio claro,2010,19,0
rio das flores,2010,19,2
rio das ostras,2010,19,21
rio de janeiro,2010,19,115
santa maria madalena,2010,19,0
santo antonio de padua,2010,19,8
sao francisco de itabapoana,2010,19,0
sao fidelis,2010,19,37
sao goncalo,2010,19,188
sao joao da barra,2010,19,18
sao joao de meriti,2010,19,14
sao jose de uba,2010,19,0
sao jose do vale do rio preto,2010,19,2
sao pedro da aldeia,2010,19,21
sao sebastiao do alto,2010,19,0
sapucaia,2010,19,0
saquarema,2010,19,0
seropedica,2010,19,1
silva jardim,2010,19,4
sumidouro,2010,19,0
tangua,2010,19,28
teresopolis,2010,19,0
trajano de moraes,2010,19,0
tres rios,2010,19,4
valenca,2010,19,78
varre-sai,2010,19,0
vassouras,2010,19,16
volta redonda,2010,19,5
angra dos reis,2010,20,93
aperibe,2010,20,12
araruama,2010,20,28
areal,2010,20,0
armacao dos buzios,2010,20,3
arraial do cabo,2010,20,1
barra do pirai,2010,20,1
barra mansa,2010,20,6
belford roxo,2010,20,40
bom jardim,2010,20,0
bom jesus do itabapoana,2010,20,0
cabo frio,2010,20,197
cachoeiras de macacu,2010,20,24
cambuci,2010,20,2
carapebus,2010,20,1
comendador levy gasparian,2010,20,0
campos dos goytacazes,2010,20,301
cantagalo,2010,20,21
cardoso moreira,2010,20,3
carmo,2010,20,1
casimiro de abreu,2010,20,0
conceicao de macabu,2010,20,0
cordeiro,2010,20,8
duas barras,2010,20,1
duque de caxias,2010,20,44
engenheiro paulo de frontin,2010,20,0
guapimirim,2010,20,0
iguaba grande,2010,20,3
itaborai,2010,20,77
itaguai,2010,20,15
italva,2010,20,16
itaocara,2010,20,3
itaperuna,2010,20,159
itatiaia,2010,20,1
japeri,2010,20,0
laje do muriae,2010,20,0
macae,2010,20,179
macuco,2010,20,6
mage,2010,20,20
mangaratiba,2010,20,9
marica,2010,20,4
mendes,2010,20,0
mesquita,2010,20,2
miguel pereira,2010,20,0
miracema,2010,20,0
natividade,2010,20,18
nilopolis,2010,20,1
niteroi,2010,20,122
nova friburgo,2010,20,3
nova iguacu,2010,20,17
paracambi,2010,20,0
paraiba do sul,2010,20,0
paraty,2010,20,0
paty do alferes,2010,20,0
petropolis,2010,20,6
pinheiral,2010,20,1
pirai,2010,20,0
porciuncula,2010,20,3
porto real,2010,20,0
quatis,2010,20,0
queimados,2010,20,6
quissama,2010,20,7
resende,2010,20,4
rio bonito,2010,20,29
rio claro,2010,20,0
rio das flores,2010,20,4
rio das ostras,2010,20,15
rio de janeiro,2010,20,124
santa maria madalena,2010,20,0
santo antonio de padua,2010,20,7
sao francisco de itabapoana,2010,20,3
sao fidelis,2010,20,31
sao goncalo,2010,20,151
sao joao da barra,2010,20,16
sao joao de meriti,2010,20,20
sao jose de uba,2010,20,1
sao jose do vale do rio preto,2010,20,0
sao pedro da aldeia,2010,20,19
sao sebastiao do alto,2010,20,1
sapucaia,2010,20,0
saquarema,2010,20,2
seropedica,2010,20,1
silva jardim,2010,20,1
sumidouro,2010,20,0
tangua,2010,20,20
teresopolis,2010,20,0
trajano de moraes,2010,20,0
tres rios,2010,20,2
valenca,2010,20,46
varre-sai,2010,20,0
vassouras,2010,20,23
volta redonda,2010,20,6
angra dos reis,2010,21,76
aperibe,2010,21,8
araruama,2010,21,15
areal,2010,21,0
armacao dos buzios,2010,21,4
arraial do cabo,2010,21,3
barra do pirai,2010,21,3
barra mansa,2010,21,3
belford roxo,2010,21,30
bom jardim,2010,21,0
bom jesus do itabapoana,2010,21,4
cabo frio,2010,21,141
cachoeiras de macacu,2010,21,3
cambuci,2010,21,0
carapebus,2010,21,0
comendador levy gasparian,2010,21,0
campos dos goytacazes,2010,21,294
cantagalo,2010,21,7
cardoso moreira,2010,21,1
carmo,2010,21,0
casimiro de abreu,2010,21,0
conceicao de macabu,2010,21,1
cordeiro,2010,21,4
duas barras,2010,21,0
duque de caxias,2010,21,37
engenheiro paulo de frontin,2010,21,0
guapimirim,2010,21,6
iguaba grande,2010,21,8
itaborai,2010,21,82
itaguai,2010,21,8
italva,2010,21,12
itaocara,2010,21,0
itaperuna,2010,21,126
itatiaia,2010,21,0
japeri,2010,21,0
laje do muriae,2010,21,0
macae,2010,21,173
macuco,2010,21,6
mage,2010,21,14
mangaratiba,2010,21,9
marica,2010,21,3
mendes,2010,21,0
mesquita,2010,21,0
miguel pereira,2010,21,0
miracema,2010,21,1
natividade,2010,21,9
nilopolis,2010,21,2
niteroi,2010,21,83
nova friburgo,2010,21,4
nova iguacu,2010,21,14
paracambi,2010,21,2
paraiba do sul,2010,21,0
paraty,2010,21,0
paty do alferes,2010,21,0
petropolis,2010,21,2
pinheiral,2010,21,0
pirai,2010,21,1
porciuncula,2010,21,1
porto real,2010,21,0
quatis,2010,21,0
queimados,2010,21,5
quissama,2010,21,4
resende,2010,21,2
rio bonito,2010,21,29
rio claro,2010,21,0
rio das flores,2010,21,3
rio das ostras,2010,21,17
rio de janeiro,2010,21,103
santa maria madalena,2010,21,0
santo antonio de padua,2010,21,0
sao francisco de itabapoana,2010,21,0
sao fidelis,2010,21,32
sao goncalo,2010,21,119
sao joao da barra,2010,21,27
sao joao de meriti,2010,21,21
sao jose de uba,2010,21,0
sao jose do vale do rio preto,2010,21,0
sao pedro da aldeia,2010,21,5
sao sebastiao do alto,2010,21,0
sapucaia,2010,21,0
saquarema,2010,21,0
seropedica,2010,21,0
silva jardim,2010,21,2
sumidouro,2010,21,0
tangua,2010,21,23
teresopolis,2010,21,0
trajano de moraes,2010,21,0
tres rios,2010,21,1
valenca,2010,21,37
varre-sai,2010,21,0
vassouras,2010,21,7
volta redonda,2010,21,7
angra dos reis,2010,22,75
aperibe,2010,22,3
araruama,2010,22,26
areal,2010,22,0
armacao dos buzios,2010,22,4
arraial do cabo,2010,22,0
barra do pirai,2010,22,0
barra mansa,2010,22,2
belford roxo,2010,22,52
bom jardim,2010,22,0
bom jesus do itabapoana,2010,22,1
cabo frio,2010,22,114
cachoeiras de macacu,2010,22,1
cambuci,2010,22,0
carapebus,2010,22,4
comendador levy gasparian,2010,22,0
campos dos goytacazes,2010,22,242
cantagalo,2010,22,16
cardoso moreira,2010,22,1
carmo,2010,22,0
casimiro de abreu,2010,22,0
conceicao de macabu,2010,22,0
cordeiro,2010,22,2
duas barras,2010,22,0
duque de caxias,2010,22,45
engenheiro paulo de frontin,2010,22,0
guapimirim,2010,22,1
iguaba grande,2010,22,5
itaborai,2010,22,85
itaguai,2010,22,6
italva,2010,22,8
itaocara,2010,22,0
itaperuna,2010,22,94
itatiaia,2010,22,0
japeri,2010,22,0
laje do muriae,2010,22,0
macae,2010,22,75
macuco,2010,22,10
mage,2010,22,18
mangaratiba,2010,22,2
marica,2010,22,3
mendes,2010,22,0
mesquita,2010,22,1
miguel pereira,2010,22,0
miracema,2010,22,0
natividade,2010,22,0
nilopolis,2010,22,0
niteroi,2010,22,76
nova friburgo,2010,22,3
nova iguacu,2010,22,23
paracambi,2010,22,0
paraiba do sul,2010,22,0
paraty,2010,22,0
paty do alferes,2010,22,0
petropolis,2010,22,4
pinheiral,2010,22,0
pirai,2010,22,0
porciuncula,2010,22,2
porto real,2010,22,0
quatis,2010,22,0
queimados,2010,22,2
quissama,2010,22,1
resende,2010,22,5
