municipio,year,week,population
saquarema,2022,43,90583
seropedica,2022,43,83092
silva jardim,2022,43,21774
sumidouro,2022,43,15667
tangua,2022,43,34610
teresopolis,2022,43,184240
trajano de moraes,2022,43,10640
tres rios,2022,43,82142
valenca,2022,43,97233
varre-sai,2022,43,11106
vassouras,2022,43,37083
volta redonda,2022,43,273988
angra dos reis,2022,44,207044
aperibe,2022,44,11901
araruama,2022,44,134293
areal,2022,44,12669
armacao dos buzios,2022,44,34477
arraial do cabo,2022,44,30593
barra do pirai,2022,44,100764
barra mansa,2022,44,184833
belford roxo,2022,44,513118
bom jardim,2022,44,41822
bom jesus do itabapoana,2022,44,37203
cabo frio,2022,44,230378
cachoeiras de macacu,2022,44,59303
cambuci,2022,44,15514
carapebus,2022,44,16586
comendador levy gasparian,2022,44,8576
campos dos goytacazes,2022,44,511168
cantagalo,2022,44,4551
cardoso moreira,2022,44,12821
carmo,2022,44,19030
casimiro de abreu,2022,44,45041
conceicao de macabu,2022,44,23398
cordeiro,2022,44,22041
duas barras,2022,44,11528
duque de caxias,2022,44,924624
engenheiro paulo de frontin,2022,44,14071
guapimirim,2022,44,61388
iguaba grande,2022,44,28837
itaborai,2022,44,242543
itaguai,2022,44,134819
italva,2022,44,15299
itaocara,2022,44,23222
itaperuna,2022,44,103800
itatiaia,2022,44,32064
japeri,2022,44,105548
laje do muriae,2022,44,7326
macae,2022,44,261501
macuco,2022,44,5623
mage,2022,44,246433
mangaratiba,2022,44,45220
marica,2022,44,164504
mendes,2022,44,18648
mesquita,2022,44,5546
miguel pereira,2022,44,25581
miracema,2022,44,27154
natividade,2022,44,9250
nilopolis,2022,44,162693
niteroi,2022,44,515317
nova friburgo,2022,44,191158
nova iguacu,2022,44,823302
paracambi,2022,44,52683
paraiba do sul,2022,44,44518
paraty,2022,44,43680
paty do alferes,2022,44,27858
petropolis,2022,44,306678
pinheiral,2022,44,25364
pirai,2022,44,29545
porciuncula,2022,44,18960
porto real,2022,44,19974
quatis,2022,44,14435
queimados,2022,44,151335
quissama,2022,44,25126
resende,2022,44,132312
rio bonito,2022,44,60573
rio claro,2022,44,18605
rio das flores,2022,44,9344
rio das ostras,2022,44,155193
rio de janeiro,2022,44,6747815
santa maria madalena,2022,44,10392
santo antonio de padua,2022,44,42594
sao francisco de itabapoana,2022,44,42210
sao fidelis,2022,44,38710
sao goncalo,2022,44,1091737
sao joao da barra,2022,44,36423
sao joao de meriti,2022,44,472906
sao jose de uba,2022,44,7206
sao jose do vale do rio preto,2022,44,21916
sao pedro da aldeia,2022,44,106049
sao sebastiao do alto,2022,44,9387
sapucaia,2022,44,6009
saquarema,2022,44,90583
seropedica,2022,44,83092
silva jardim,2022,44,21774
sumidouro,2022,44,15667
tangua,2022,44,34610
teresopolis,2022,44,184240
trajano de moraes,2022,44,10640
tres rios,2022,44,82142
valenca,2022,44,97233
varre-sai,2022,44,11106
vassouras,2022,44,37083
volta redonda,2022,44,273988
angra dos reis,2022,45,207044
aperibe,2022,45,11901
araruama,2022,45,134293
areal,2022,45,12669
armacao dos buzios,2022,45,34477
arraial do cabo,2022,45,30593
barra do pirai,2022,45,100764
barra mansa,2022,45,184833
belford roxo,2022,45,513118
bom jardim,2022,45,41822
bom jesus do itabapoana,2022,45,37203
cabo frio,2022,45,230378
cachoeiras de macacu,2022,45,59303
cambuci,2022,45,15514
carapebus,2022,45,16586
comendador levy gasparian,2022,45,8576
campos dos goytacazes,2022,45,511168
cantagalo,2022,45,4551
cardoso moreira,2022,45,12821
carmo,2022,45,19030
casimiro de abreu,2022,45,45041
conceicao de macabu,2022,45,23398
cordeiro,2022,45,22041
duas barras,2022,45,11528
duque de caxias,2022,45,924624
engenheiro paulo de frontin,2022,45,14071
guapimirim,2022,45,61388
iguaba grande,2022,45,28837
itaborai,2022,45,242543
itaguai,2022,45,134819
italva,2022,45,15299
itaocara,2022,45,23222
itaperuna,2022,45,103800
itatiaia,2022,45,32064
japeri,2022,45,105548
laje do muriae,2022,45,7326
macae,2022,45,261501
macuco,2022,45,5623
mage,2022,45,246433
mangaratiba,2022,45,45220
marica,2022,45,164504
mendes,2022,45,18648
mesquita,2022,45,5546
miguel pereira,2022,45,25581
miracema,2022,45,27154
natividade,2022,45,9250
nilopolis,2022,45,162693
niteroi,2022,45,515317
nova friburgo,2022,45,191158
nova iguacu,2022,45,823302
paracambi,2022,45,52683
paraiba do sul,2022,45,44518
paraty,2022,45,43680
paty do alferes,2022,45,27858
petropolis,2022,45,306678
pinheiral,2022,45,25364
pirai,2022,45,29545
porciuncula,2022,45,18960
porto real,2022,45,19974
quatis,2022,45,14435
queimados,2022,45,151335
quissama,2022,45,25126
resende,2022,45,132312
rio bonito,2022,45,60573
rio claro,2022,45,18605
rio das flores,2022,45,9344
rio das ostras,2022,45,155193
rio de janeiro,2022,45,6747815
santa maria madalena,2022,45,10392
santo antonio de padua,2022,45,42594
sao francisco de itabapoana,2022,45,42210
sao fidelis,2022,45,38710
sao goncalo,2022,45,1091737
sao joao da barra,2022,45,36423
sao joao de meriti,2022,45,472906
sao jose de uba,2022,45,7206
sao jose do vale do rio preto,2022,45,21916
sao pedro da aldeia,2022,45,106049
sao sebastiao do alto,2022,45,9387
sapucaia,2022,45,6009
saquarema,2022,45,90583
seropedica,2022,45,83092
silva jardim,2022,45,21774
sumidouro,2022,45,15667
tangua,2022,45,34610
teresopolis,2022,45,184240
trajano de moraes,2022,45,10640
tres rios,2022,45,82142
valenca,2022,45,97233
varre-sai,2022,45,11106
vassouras,2022,45,37083
volta redonda,2022,45,273988
angra dos reis,2022,46,207044
aperibe,2022,46,11901
araruama,2022,46,134293
areal,2022,46,12669
armacao dos buzios,2022,46,34477
arraial do cabo,2022,46,30593
barra do pirai,2022,46,100764
barra mansa,2022,46,184833
belford roxo,2022,46,513118
bom jardim,2022,46,41822
bom jesus do itabapoana,2022,46,37203
cabo frio,2022,46,230378
cachoeiras de macacu,2022,46,59303
cambuci,2022,46,15514
carapebus,2022,46,16586
comendador levy gasparian,2022,46,8576
campos dos goytacazes,2022,46,511168
cantagalo,2022,46,4551
cardoso moreira,2022,46,12821
carmo,2022,46,19030
casimiro de abreu,2022,46,45041
conceicao de macabu,2022,46,23398
cordeiro,2022,46,22041
duas barras,2022,46,11528
duque de caxias,2022,46,924624
engenheiro paulo de frontin,2022,46,14071
guapimirim,2022,46,61388
iguaba grande,2022,46,28837
itaborai,2022,46,242543
itaguai,2022,46,134819
italva,2022,46,15299
itaocara,2022,46,23222
itaperuna,2022,46,103800
itatiaia,2022,46,32064
japeri,2022,46,105548
laje do muriae,2022,46,7326
macae,2022,46,261501
macuco,2022,46,5623
mage,2022,46,246433
mangaratiba,2022,46,45220
marica,2022,46,164504
mendes,2022,46,18648
mesquita,2022,46,5546
miguel pereira,2022,46,25581
miracema,2022,46,27154
natividade,2022,46,9250
nilopolis,2022,46,162693
niteroi,2022,46,515317
nova friburgo,2022,46,191158
nova iguacu,2022,46,823302
paracambi,2022,46,52683
paraiba do sul,2022,46,44518
paraty,2022,46,43680
paty do alferes,2022,46,27858
petropolis,2022,46,306678
pinheiral,2022,46,25364
pirai,2022,46,29545
porciuncula,2022,46,18960
porto real,2022,46,19974
quatis,2022,46,14435
queimados,2022,46,151335
quissama,2022,46,25126
resende,2022,46,132312
rio bonito,2022,46,60573
rio claro,2022,46,18605
rio das flores,2022,46,9344
rio das ostras,2022,46,155193
rio de janeiro,2022,46,6747815
santa maria madalena,2022,46,10392
santo antonio de padua,2022,46,42594
sao francisco de itabapoana,2022,46,42210
sao fidelis,2022,46,38710
sao goncalo,2022,46,1091737
sao joao da barra,2022,46,36423
sao joao de meriti,2022,46,472906
sao jose de uba,2022,46,7206
sao jose do vale do rio preto,2022,46,21916
sao pedro da aldeia,2022,46,106049
sao sebastiao do alto,2022,46,9387
sapucaia,2022,46,6009
saquarema,2022,46,90583
seropedica,2022,46,83092
silva jardim,2022,46,21774
sumidouro,2022,46,15667
tangua,2022,46,34610
teresopolis,2022,46,184240
trajano de moraes,2022,46,10640
tres rios,2022,46,82142
valenca,2022,46,97233
varre-sai,2022,46,11106
vassouras,2022,46,37083
volta redonda,2022,46,273988
angra dos reis,2022,47,207044
aperibe,2022,47,11901
araruama,2022,47,134293
areal,2022,47,12669
armacao dos buzios,2022,47,34477
arraial do cabo,2022,47,30593
barra do pirai,2022,47,100764
barra mansa,2022,47,184833
belford roxo,2022,47,513118
bom jardim,2022,47,41822
bom jesus do itabapoana,2022,47,37203
cabo frio,2022,47,230378
cachoeiras de macacu,2022,47,59303
cambuci,2022,47,15514
carapebus,2022,47,16586
comendador levy gasparian,2022,47,8576
campos dos goytacazes,2022,47,511168
cantagalo,2022,47,4551
cardoso moreira,2022,47,12821
carmo,2022,47,19030
casimiro de abreu,2022,47,45041
conceicao de macabu,2022,47,23398
cordeiro,2022,47,22041
duas barras,2022,47,11528
duque de caxias,2022,47,924624
engenheiro paulo de frontin,2022,47,14071
guapimirim,2022,47,61388
iguaba grande,2022,47,28837
itaborai,2022,47,242543
itaguai,2022,47,134819
italva,2022,47,15299
itaocara,2022,47,23222
itaperuna,2022,47,103800
itatiaia,2022,47,32064
japeri,2022,47,105548
laje do muriae,2022,47,7326
macae,2022,47,261501
macuco,2022,47,5623
mage,2022,47,246433
mangaratiba,2022,47,45220
marica,2022,47,164504
mendes,2022,47,18648
mesquita,2022,47,5546
miguel pereira,2022,47,25581
miracema,2022,47,27154
natividade,2022,47,9250
nilopolis,2022,47,162693
niteroi,2022,47,515317
nova friburgo,2022,47,191158
nova iguacu,2022,47,823302
paracambi,2022,47,52683
paraiba do sul,2022,47,44518
paraty,2022,47,43680
paty do alferes,2022,47,27858
petropolis,2022,47,306678
pinheiral,2022,47,25364
pirai,2022,47,29545
porciuncula,2022,47,18960
porto real,2022,47,19974
quatis,2022,47,14435
queimados,2022,47,151335
quissama,2022,47,25126
resende,2022,47,132312
rio bonito,2022,47,60573
rio claro,2022,47,18605
rio das flores,2022,47,9344
rio das ostras,2022,47,155193
rio de janeiro,2022,47,6747815
santa maria madalena,2022,47,10392
santo antonio de padua,2022,47,42594
sao francisco de itabapoana,2022,47,42210
sao fidelis,2022,47,38710
sao goncalo,2022,47,1091737
sao joao da barra,2022,47,36423
sao joao de meriti,2022,47,472906
sao jose de uba,2022,47,7206
sao jose do vale do rio preto,2022,47,21916
sao pedro da aldeia,2022,47,106049
sao sebastiao do alto,2022,47,9387
sapucaia,2022,47,6009
saquarema,2022,47,90583
seropedica,2022,47,83092
silva jardim,2022,47,21774
sumidouro,2022,47,15667
tangua,2022,47,34610
teresopolis,2022,47,184240
trajano de moraes,2022,47,10640
tres rios,2022,47,82142
valenca,2022,47,97233
varre-sai,2022,47,11106
vassouras,2022,47,37083
volta redonda,2022,47,273988
angra dos reis,2022,48,207044
aperibe,2022,48,11901
araruama,2022,48,134293
areal,2022,48,12669
armacao dos buzios,2022,48,34477
arraial do cabo,2022,48,30593
barra do pirai,2022,48,100764
barra mansa,2022,48,184833
belford roxo,2022,48,513118
bom jardim,2022,48,41822
bom jesus do itabapoana,2022,48,37203
cabo frio,2022,48,230378
cachoeiras de macacu,2022,48,59303
cambuci,2022,48,15514
carapebus,2022,48,16586
comendador levy gasparian,2022,48,8576
campos dos goytacazes,2022,48,511168
cantagalo,2022,48,4551
cardoso moreira,2022,48,12821
carmo,2022,48,19030
casimiro de abreu,2022,48,45041
conceicao de macabu,2022,48,23398
cordeiro,2022,48,22041
duas barras,2022,48,11528
duque de caxias,2022,48,924624
engenheiro paulo de frontin,2022,48,14071
guapimirim,2022,48,61388
iguaba grande,2022,48,28837
itaborai,2022,48,242543
itaguai,2022,48,134819
italva,2022,48,15299
itaocara,2022,48,23222
itaperuna,2022,48,103800
itatiaia,2022,48,32064
japeri,2022,48,105548
laje do muriae,2022,48,7326
macae,2022,48,261501
macuco,2022,48,5623
mage,2022,48,246433
mangaratiba,2022,48,45220
marica,2022,48,164504
mendes,2022,48,18648
mesquita,2022,48,5546
miguel pereira,2022,48,25581
miracema,2022,48,27154
natividade,2022,48,9250
nilopolis,2022,48,162693
niteroi,2022,48,515317
nova friburgo,2022,48,191158
nova iguacu,2022,48,823302
paracambi,2022,48,52683
paraiba do sul,2022,48,44518
paraty,2022,48,43680
paty do alferes,2022,48,27858
petropolis,2022,48,306678
pinheiral,2022,48,25364
pirai,2022,48,29545
porciuncula,2022,48,18960
porto real,2022,48,19974
quatis,2022,48,14435
queimados,2022,48,151335
quissama,2022,48,25126
resende,2022,48,132312
rio bonito,2022,48,60573
rio claro,2022,48,18605
rio das flores,2022,48,9344
rio das ostras,2022,48,155193
rio de janeiro,2022,48,6747815
santa maria madalena,2022,48,10392
santo antonio de padua,2022,48,42594
sao francisco de itabapoana,2022,48,42210
sao fidelis,2022,48,38710
sao goncalo,2022,48,1091737
sao joao da barra,2022,48,36423
sao joao de meriti,2022,48,472906
sao jose de uba,2022,48,7206
sao jose do vale do rio preto,2022,48,21916
sao pedro da aldeia,2022,48,106049
sao sebastiao do alto,2022,48,9387
sapucaia,2022,48,6009
saquarema,2022,48,90583
seropedica,2022,48,83092
silva jardim,2022,48,21774
sumidouro,2022,48,15667
tangua,2022,48,34610
teresopolis,2022,48,184240
trajano de moraes,2022,48,10640
tres rios,2022,48,82142
valenca,2022,48,97233
varre-sai,2022,48,11106
vassouras,2022,48,37083
volta redonda,2022,48,273988
angra dos reis,2022,49,207044
aperibe,2022,49,11901
araruama,2022,49,134293
areal,2022,49,12669
armacao dos buzios,2022,49,34477
arraial do cabo,2022,49,30593
barra do pirai,2022,49,100764
barra mansa,2022,49,184833
belford roxo,2022,49,513118
bom jardim,2022,49,41822
bom jesus do itabapoana,2022,49,37203
cabo frio,2022,49,230378
cachoeiras de macacu,2022,49,59303
cambuci,2022,49,15514
carapebus,2022,49,16586
comendador levy gasparian,2022,49,8576
campos dos goytacazes,2022,49,511168
cantagalo,2022,49,4551
cardoso moreira,2022,49,12821
carmo,2022,49,19030
casimiro de abreu,2022,49,45041
conceicao de macabu,2022,49,23398
cordeiro,2022,49,22041
duas barras,2022,49,11528
duque de caxias,2022,49,924624
engenheiro paulo de frontin,2022,49,14071
guapimirim,2022,49,61388
iguaba grande,2022,49,28837
itaborai,2022,49,242543
itaguai,2022,49,134819
italva,2022,49,15299
itaocara,2022,49,23222
itaperuna,2022,49,103800
itatiaia,2022,49,32064
japeri,2022,49,105548
laje do muriae,2022,49,7326
macae,2022,49,261501
macuco,2022,49,5623
mage,2022,49,246433
mangaratiba,2022,49,45220
marica,2022,49,164504
mendes,2022,49,18648
mesquita,2022,49,5546
miguel pereira,2022,49,25581
miracema,2022,49,27154
natividade,2022,49,9250
nilopolis,2022,49,162693
niteroi,2022,49,515317
nova friburgo,2022,49,191158
nova iguacu,2022,49,823302
paracambi,2022,49,52683
paraiba do sul,2022,49,44518
paraty,2022,49,43680
paty do alferes,2022,49,27858
petropolis,2022,49,306678
pinheiral,2022,49,25364
pirai,2022,49,29545
porciuncula,2022,49,18960
porto real,2022,49,19974
quatis,2022,49,14435
queimados,2022,49,151335
quissama,2022,49,25126
resende,2022,49,132312
rio bonito,2022,49,60573
rio claro,2022,49,18605
rio das flores,2022,49,9344
rio das ostras,2022,49,155193
rio de janeiro,2022,49,6747815
santa maria madalena,2022,49,10392
santo antonio de padua,2022,49,42594
sao francisco de itabapoana,2022,49,42210
sao fidelis,2022,49,38710
sao goncalo,2022,49,1091737
sao joao da barra,2022,49,36423
sao joao de meriti,2022,49,472906
sao jose de uba,2022,49,7206
sao jose do vale do rio preto,2022,49,21916
sao pedro da aldeia,2022,49,106049
sao sebastiao do alto,2022,49,9387
sapucaia,2022,49,6009
saquarema,2022,49,90583
seropedica,2022,49,83092
silva jardim,2022,49,21774
sumidouro,2022,49,15667
tangua,2022,49,34610
teresopolis,2022,49,184240
trajano de moraes,2022,49,10640
tres rios,2022,49,82142
valenca,2022,49,97233
varre-sai,2022,49,11106
vassouras,2022,49,37083
volta redonda,2022,49,273988
angra dos reis,2022,50,207044
aperibe,2022,50,11901
araruama,2022,50,134293
areal,2022,50,12669
armacao dos buzios,2022,50,34477
arraial do cabo,2022,50,30593
barra do pirai,2022,50,100764
barra mansa,2022,50,184833
belford roxo,2022,50,513118
bom jardim,2022,50,41822
bom jesus do itabapoana,2022,50,37203
cabo frio,2022,50,230378
cachoeiras de macacu,2022,50,59303
cambuci,2022,50,15514
carapebus,2022,50,16586
comendador levy gasparian,2022,50,8576
campos dos goytacazes,2022,50,511168
cantagalo,2022,50,4551
cardoso moreira,2022,50,12821
carmo,2022,50,19030
casimiro de abreu,2022,50,45041
conceicao de macabu,2022,50,23398
cordeiro,2022,50,22041
duas barras,2022,50,11528
duque de caxias,2022,50,924624
engenheiro paulo de frontin,2022,50,14071
guapimirim,2022,50,61388
iguaba grande,2022,50,28837
itaborai,2022,50,242543
itaguai,2022,50,134819
italva,2022,50,15299
itaocara,2022,50,23222
itaperuna,2022,50,103800
itatiaia,2022,50,32064
japeri,2022,50,105548
laje do muriae,2022,50,7326
macae,2022,50,261501
macuco,2022,50,5623
mage,2022,50,246433
mangaratiba,2022,50,45220
marica,2022,50,164504
mendes,2022,50,18648
mesquita,2022,50,5546
miguel pereira,2022,50,25581
miracema,2022,50,27154
natividade,2022,50,9250
nilopolis,2022,50,162693
niteroi,2022,50,515317
nova friburgo,2022,50,191158
nova iguacu,2022,50,823302
paracambi,2022,50,52683
paraiba do sul,2022,50,44518
paraty,2022,50,43680
paty do alferes,2022,50,27858
petropolis,2022,50,306678
pinheiral,2022,50,25364
pirai,2022,50,29545
porciuncula,2022,50,18960
porto real,2022,50,19974
quatis,2022,50,14435
queimados,2022,50,151335
quissama,2022,50,25126
resende,2022,50,132312
rio bonito,2022,50,60573
rio claro,2022,50,18605
rio das flores,2022,50,9344
rio das ostras,2022,50,155193
rio de janeiro,2022,50,6747815
santa maria madalena,2022,50,10392
santo antonio de padua,2022,50,42594
sao francisco de itabapoana,2022,50,42210
sao fidelis,2022,50,38710
sao goncalo,2022,50,1091737
sao joao da barra,2022,50,36423
sao joao de meriti,2022,50,472906
sao jose de uba,2022,50,7206
sao jose do vale do rio preto,2022,50,21916
sao pedro da aldeia,2022,50,106049
sao sebastiao do alto,2022,50,9387
sapucaia,2022,50,6009
saquarema,2022,50,90583
seropedica,2022,50,83092
silva jardim,2022,50,21774
sumidouro,2022,50,15667
tangua,2022,50,34610
teresopolis,2022,50,184240
trajano de moraes,2022,50,10640
tres rios,2022,50,82142
valenca,2022,50,97233
varre-sai,2022,50,11106
vassouras,2022,50,37083
volta redonda,2022,50,273988
angra dos reis,2022,51,207044
aperibe,2022,51,11901
araruama,2022,51,134293
areal,2022,51,12669
armacao dos buzios,2022,51,34477
arraial do cabo,2022,51,30593
barra do pirai,2022,51,100764
barra mansa,2022,51,184833
belford roxo,2022,51,513118
bom jardim,2022,51,41822
bom jesus do itabapoana,2022,51,37203
cabo frio,2022,51,230378
cachoeiras de macacu,2022,51,59303
cambuci,2022,51,15514
carapebus,2022,51,16586
comendador levy gasparian,2022,51,8576
campos dos goytacazes,2022,51,511168
cantagalo,2022,51,4551
cardoso moreira,2022,51,12821
carmo,2022,51,19030
casimiro de abreu,2022,51,45041
conceicao de macabu,2022,51,23398
cordeiro,2022,51,22041
duas barras,2022,51,11528
duque de caxias,2022,51,924624
engenheiro paulo de frontin,2022,51,14071
guapimirim,2022,51,61388
iguaba grande,2022,51,28837
itaborai,2022,51,242543
itaguai,2022,51,134819
italva,2022,51,15299
itaocara,2022,51,23222
itaperuna,2022,51,103800
itatiaia,2022,51,32064
japeri,2022,51,105548
laje do muriae,2022,51,7326
macae,2022,51,261501
macuco,2022,51,5623
mage,2022,51,246433
mangaratiba,2022,51,45220
marica,2022,51,164504
mendes,2022,51,18648
mesquita,2022,51,5546
miguel pereira,2022,51,25581
miracema,2022,51,27154
natividade,2022,51,9250
nilopolis,2022,51,162693
niteroi,2022,51,515317
nova friburgo,2022,51,191158
nova iguacu,2022,51,823302
paracambi,2022,51,52683
paraiba do sul,2022,51,44518
paraty,2022,51,43680
paty do alferes,2022,51,27858
petropolis,2022,51,306678
pinheiral,2022,51,25364
pirai,2022,51,29545
porciuncula,2022,51,18960
porto real,2022,51,19974
quatis,2022,51,14435
queimados,2022,51,151335
quissama,2022,51,25126
resende,2022,51,132312
rio bonito,2022,51,60573
rio claro,2022,51,18605
rio das flores,2022,51,9344
rio das ostras,2022,51,155193
rio de janeiro,2022,51,6747815
santa maria madalena,2022,51,10392
santo antonio de padua,2022,51,42594
sao francisco de itabapoana,2022,51,42210
sao fidelis,2022,51,38710
sao goncalo,2022,51,1091737
sao joao da barra,2022,51,36423
sao joao de meriti,2022,51,472906
sao jose de uba,2022,51,7206
sao jose do vale do rio preto,2022,51,21916
sao pedro da aldeia,2022,51,106049
sao sebastiao do alto,2022,51,9387
sapucaia,2022,51,6009
saquarema,2022,51,90583
seropedica,2022,51,83092
silva jardim,2022,51,21774
sumidouro,2022,51,15667
tangua,2022,51,34610
teresopolis,2022,51,184240
trajano de moraes,2022,51,10640
tres rios,2022,51,82142
valenca,2022,51,97233
varre-sai,2022,51,11106
vassouras,2022,51,37083
volta redonda,2022,51,273988
angra dos reis,2022,52,207044
aperibe,2022,52,11901
araruama,2022,52,134293
areal,2022,52,12669
armacao dos buzios,2022,52,34477
arraial do cabo,2022,52,30593
barra do pirai,2022,52,100764
barra mansa,2022,52,184833
belford roxo,2022,52,513118
bom jardim,2022,52,41822
bom jesus do itabapoana,2022,52,37203
cabo frio,2022,52,230378
cachoeiras de macacu,2022,52,59303
cambuci,2022,52,15514
carapebus,2022,52,16586
comendador levy gasparian,2022,52,8576
campos dos goytacazes,2022,52,511168
cantagalo,2022,52,4551
cardoso moreira,2022,52,12821
carmo,2022,52,19030
casimiro de abreu,2022,52,45041
conceicao de macabu,2022,52,23398
cordeiro,2022,52,22041
duas barras,2022,52,11528
duque de caxias,2022,52,924624
engenheiro paulo de frontin,2022,52,14071
guapimirim,2022,52,61388
iguaba grande,2022,52,28837
itaborai,2022,52,242543
itaguai,2022,52,134819
italva,2022,52,15299
itaocara,2022,52,23222
itaperuna,2022,52,103800
itatiaia,2022,52,32064
japeri,2022,52,105548
laje do muriae,2022,52,7326
macae,2022,52,261501
macuco,2022,52,5623
mage,2022,52,246433
mangaratiba,2022,52,45220
marica,2022,52,164504
mendes,2022,52,18648
mesquita,2022,52,5546
miguel pereira,2022,52,25581
miracema,2022,52,27154
natividade,2022,52,9250
nilopolis,2022,52,162693
niteroi,2022,52,515317
nova friburgo,2022,52,191158
nova iguacu,2022,52,823302
paracambi,2022,52,52683
paraiba do sul,2022,52,44518
paraty,2022,52,43680
paty do alferes,2022,52,27858
petropolis,2022,52,306678
pinheiral,2022,52,25364
pirai,2022,52,29545
porciuncula,2022,52,18960
porto real,2022,52,19974
quatis,2022,52,14435
queimados,2022,52,151335
quissama,2022,52,25126
resende,2022,52,132312
rio bonito,2022,52,60573
rio claro,2022,52,18605
rio das flores,2022,52,9344
rio das ostras,2022,52,155193
rio de janeiro,2022,52,6747815
santa maria madalena,2022,52,10392
santo antonio de padua,2022,52,42594
sao francisco de itabapoana,2022,52,42210
sao fidelis,2022,52,38710
sao goncalo,2022,52,1091737
sao joao da barra,2022,52,36423
sao joao de meriti,2022,52,472906
sao jose de uba,2022,52,7206
sao jose do vale do rio preto,2022,52,21916
sao pedro da aldeia,2022,52,106049
sao sebastiao do alto,2022,52,9387
sapucaia,2022,52,6009
saquarema,2022,52,90583
seropedica,2022,52,83092
silva jardim,2022,52,21774
sumidouro,2022,52,15667
tangua,2022,52,34610
teresopolis,2022,52,184240
trajano de moraes,2022,52,10640
tres rios,2022,52,82142
valenca,2022,52,97233
varre-sai,2022,52,11106
vassouras,2022,52,37083
volta redonda,2022,52,273988
angra dos reis,2023,1,207044
aperibe,2023,1,11901
araruama,2023,1,134293
areal,2023,1,12669
armacao dos buzios,2023,1,34477
arraial do cabo,2023,1,30593
barra do pirai,2023,1,100764
barra mansa,2023,1,184833
belford roxo,2023,1,513118
bom jardim,2023,1,41822
bom jesus do itabapoana,2023,1,37203
cabo frio,2023,1,230378
cachoeiras de macacu,2023,1,59303
cambuci,2023,1,15514
carapebus,2023,1,16586
comendador levy gasparian,2023,1,8576
campos dos goytacazes,2023,1,511168
cantagalo,2023,1,4551
cardoso moreira,2023,1,12821
carmo,2023,1,19030
casimiro de abreu,2023,1,45041
conceicao de macabu,2023,1,23398
cordeiro,2023,1,22041
duas barras,2023,1,11528
duque de caxias,2023,1,924624
engenheiro paulo de frontin,2023,1,14071
guapimirim,2023,1,61388
iguaba grande,2023,1,28837
itaborai,2023,1,242543
itaguai,2023,1,134819
italva,2023,1,15299
itaocara,2023,1,23222
itaperuna,2023,1,103800
itatiaia,2023,1,32064
japeri,2023,1,105548
laje do muriae,2023,1,7326
macae,2023,1,261501
macuco,2023,1,5623
mage,2023,1,246433
mangaratiba,2023,1,45220
marica,2023,1,164504
mendes,2023,1,18648
mesquita,2023,1,5546
miguel pereira,2023,1,25581
miracema,2023,1,27154
natividade,2023,1,9250
nilopolis,2023,1,162693
niteroi,2023,1,515317
nova friburgo,2023,1,191158
nova iguacu,2023,1,823302
paracambi,2023,1,52683
paraiba do sul,2023,1,44518
paraty,2023,1,43680
paty do alferes,2023,1,27858
petropolis,2023,1,306678
pinheiral,2023,1,25364
pirai,2023,1,29545
porciuncula,2023,1,18960
porto real,2023,1,19974
quatis,2023,1,14435
queimados,2023,1,151335
quissama,2023,1,25126
resende,2023,1,132312
rio bonito,2023,1,60573
rio claro,2023,1,18605
rio das flores,2023,1,9344
rio das ostras,2023,1,155193
rio de janeiro,2023,1,6747815
santa maria madalena,2023,1,10392
santo antonio de padua,2023,1,42594
sao francisco de itabapoana,2023,1,42210
sao fidelis,2023,1,38710
sao goncalo,2023,1,1091737
sao joao da barra,2023,1,36423
sao joao de meriti,2023,1,472906
sao jose de uba,2023,1,7206
sao jose do vale do rio preto,2023,1,21916
sao pedro da aldeia,2023,1,106049
sao sebastiao do alto,2023,1,9387
sapucaia,2023,1,6009
saquarema,2023,1,90583
seropedica,2023,1,83092
silva jardim,2023,1,21774
sumidouro,2023,1,15667
tangua,2023,1,34610
teresopolis,2023,1,184240
trajano de moraes,2023,1,10640
tres rios,2023,1,82142
valenca,2023,1,97233
varre-sai,2023,1,11106
vassouras,2023,1,37083
volta redonda,2023,1,273988
angra dos reis,2023,2,207044
aperibe,2023,2,11901
araruama,2023,2,134293
areal,2023,2,12669
armacao dos buzios,2023,2,34477
arraial do cabo,2023,2,30593
barra do pirai,2023,2,100764
barra mansa,2023,2,184833
belford roxo,2023,2,513118
bom jardim,2023,2,41822
bom jesus do itabapoana,2023,2,37203
cabo frio,2023,2,230378
cachoeiras de macacu,2023,2,59303
cambuci,2023,2,15514
carapebus,2023,2,16586
comendador levy gasparian,2023,2,8576
campos dos goytacazes,2023,2,511168
cantagalo,2023,2,4551
cardoso moreira,2023,2,12821
carmo,2023,2,19030
casimiro de abreu,2023,2,45041
conceicao de macabu,2023,2,23398
cordeiro,2023,2,22041
duas barras,2023,2,11528
duque de caxias,2023,2,924624
engenheiro paulo de frontin,2023,2,14071
guapimirim,2023,2,61388
iguaba grande,2023,2,28837
itaborai,2023,2,242543
itaguai,2023,2,134819
italva,2023,2,15299
itaocara,2023,2,23222
itaperuna,2023,2,103800
itatiaia,2023,2,32064
japeri,2023,2,105548
laje do muriae,2023,2,7326
macae,2023,2,261501
macuco,2023,2,5623
mage,2023,2,246433
mangaratiba,2023,2,45220
marica,2023,2,164504
mendes,2023,2,18648
mesquita,2023,2,5546
miguel pereira,2023,2,25581
