municipio,year,week,population
silva jardim,2011,4,21774
sumidouro,2011,4,15667
tangua,2011,4,34610
teresopolis,2011,4,184240
trajano de moraes,2011,4,10640
tres rios,2011,4,82142
valenca,2011,4,97233
varre-sai,2011,4,11106
vassouras,2011,4,37083
volta redonda,2011,4,273988
angra dos reis,2011,5,207044
aperibe,2011,5,11901
araruama,2011,5,134293
areal,2011,5,12669
armacao dos buzios,2011,5,34477
arraial do cabo,2011,5,30593
barra do pirai,2011,5,100764
barra mansa,2011,5,184833
belford roxo,2011,5,513118
bom jardim,2011,5,41822
bom jesus do itabapoana,2011,5,37203
cabo frio,2011,5,230378
cachoeiras de macacu,2011,5,59303
cambuci,2011,5,15514
carapebus,2011,5,16586
comendador levy gasparian,2011,5,8576
campos dos goytacazes,2011,5,511168
cantagalo,2011,5,4551
cardoso moreira,2011,5,12821
carmo,2011,5,19030
casimiro de abreu,2011,5,45041
conceicao de macabu,2011,5,23398
cordeiro,2011,5,22041
duas barras,2011,5,11528
duque de caxias,2011,5,924624
engenheiro paulo de frontin,2011,5,14071
guapimirim,2011,5,61388
iguaba grande,2011,5,28837
itaborai,2011,5,242543
itaguai,2011,5,134819
italva,2011,5,15299
itaocara,2011,5,23222
itaperuna,2011,5,103800
itatiaia,2011,5,32064
japeri,2011,5,105548
laje do muriae,2011,5,7326
macae,2011,5,261501
macuco,2011,5,5623
mage,2011,5,246433
mangaratiba,2011,5,45220
marica,2011,5,164504
mendes,2011,5,18648
mesquita,2011,5,5546
miguel pereira,2011,5,25581
miracema,2011,5,27154
natividade,2011,5,9250
nilopolis,2011,5,162693
niteroi,2011,5,515317
nova friburgo,2011,5,191158
nova iguacu,2011,5,823302
paracambi,2011,5,52683
paraiba do sul,2011,5,44518
paraty,2011,5,43680
paty do alferes,2011,5,27858
petropolis,2011,5,306678
pinheiral,2011,5,25364
pirai,2011,5,29545
porciuncula,2011,5,18960
porto real,2011,5,19974
quatis,2011,5,14435
queimados,2011,5,151335
quissama,2011,5,25126
resende,2011,5,132312
rio bonito,2011,5,60573
rio claro,2011,5,18605
rio das flores,2011,5,9344
rio das ostras,2011,5,155193
rio de janeiro,2011,5,6747815
santa maria madalena,2011,5,10392
santo antonio de padua,2011,5,42594
sao francisco de itabapoana,2011,5,42210
sao fidelis,2011,5,38710
sao goncalo,2011,5,1091737
sao joao da barra,2011,5,36423
sao joao de meriti,2011,5,472906
sao jose de uba,2011,5,7206
sao jose do vale do rio preto,2011,5,21916
sao pedro da aldeia,2011,5,106049
sao sebastiao do alto,2011,5,9387
sapucaia,2011,5,6009
saquarema,2011,5,90583
seropedica,2011,5,83092
silva jardim,2011,5,21774
sumidouro,2011,5,15667
tangua,2011,5,34610
teresopolis,2011,5,184240
trajano de moraes,2011,5,10640
tres rios,2011,5,82142
valenca,2011,5,97233
varre-sai,2011,5,11106
vassouras,2011,5,37083
volta redonda,2011,5,273988
angra dos reis,2011,6,207044
aperibe,2011,6,11901
araruama,2011,6,134293
areal,2011,6,12669
armacao dos buzios,2011,6,34477
arraial do cabo,2011,6,30593
barra do pirai,2011,6,100764
barra mansa,2011,6,184833
belford roxo,2011,6,513118
bom jardim,2011,6,41822
bom jesus do itabapoana,2011,6,37203
cabo frio,2011,6,230378
cachoeiras de macacu,2011,6,59303
cambuci,2011,6,15514
carapebus,2011,6,16586
comendador levy gasparian,2011,6,8576
campos dos goytacazes,2011,6,511168
cantagalo,2011,6,4551
cardoso moreira,2011,6,12821
carmo,2011,6,19030
casimiro de abreu,2011,6,45041
conceicao de macabu,2011,6,23398
cordeiro,2011,6,22041
duas barras,2011,6,11528
duque de caxias,2011,6,924624
engenheiro paulo de frontin,2011,6,14071
guapimirim,2011,6,61388
iguaba grande,2011,6,28837
itaborai,2011,6,242543
itaguai,2011,6,134819
italva,2011,6,15299
itaocara,2011,6,23222
itaperuna,2011,6,103800
itatiaia,2011,6,32064
japeri,2011,6,105548
laje do muriae,2011,6,7326
macae,2011,6,261501
macuco,2011,6,5623
mage,2011,6,246433
mangaratiba,2011,6,45220
marica,2011,6,164504
mendes,2011,6,18648
mesquita,2011,6,5546
miguel pereira,2011,6,25581
miracema,2011,6,27154
natividade,2011,6,9250
nilopolis,2011,6,162693
niteroi,2011,6,515317
nova friburgo,2011,6,191158
nova iguacu,2011,6,823302
paracambi,2011,6,52683
paraiba do sul,2011,6,44518
paraty,2011,6,43680
paty do alferes,2011,6,27858
petropolis,2011,6,306678
pinheiral,2011,6,25364
pirai,2011,6,29545
porciuncula,2011,6,18960
porto real,2011,6,19974
quatis,2011,6,14435
queimados,2011,6,151335
quissama,2011,6,25126
resende,2011,6,132312
rio bonito,2011,6,60573
rio claro,2011,6,18605
rio das flores,2011,6,9344
rio das ostras,2011,6,155193
rio de janeiro,2011,6,6747815
santa maria madalena,2011,6,10392
santo antonio de padua,2011,6,42594
sao francisco de itabapoana,2011,6,42210
sao fidelis,2011,6,38710
sao goncalo,2011,6,1091737
sao joao da barra,2011,6,36423
sao joao de meriti,2011,6,472906
sao jose de uba,2011,6,7206
sao jose do vale do rio preto,2011,6,21916
sao pedro da aldeia,2011,6,106049
sao sebastiao do alto,2011,6,9387
sapucaia,2011,6,6009
saquarema,2011,6,90583
seropedica,2011,6,83092
silva jardim,2011,6,21774
sumidouro,2011,6,15667
tangua,2011,6,34610
teresopolis,2011,6,184240
trajano de moraes,2011,6,10640
tres rios,2011,6,82142
valenca,2011,6,97233
varre-sai,2011,6,11106
vassouras,2011,6,37083
volta redonda,2011,6,273988
angra dos reis,2011,7,207044
aperibe,2011,7,11901
araruama,2011,7,134293
areal,2011,7,12669
armacao dos buzios,2011,7,34477
arraial do cabo,2011,7,30593
barra do pirai,2011,7,100764
barra mansa,2011,7,184833
belford roxo,2011,7,513118
bom jardim,2011,7,41822
bom jesus do itabapoana,2011,7,37203
cabo frio,2011,7,230378
cachoeiras de macacu,2011,7,59303
cambuci,2011,7,15514
carapebus,2011,7,16586
comendador levy gasparian,2011,7,8576
campos dos goytacazes,2011,7,511168
cantagalo,2011,7,4551
cardoso moreira,2011,7,12821
carmo,2011,7,19030
casimiro de abreu,2011,7,45041
conceicao de macabu,2011,7,23398
cordeiro,2011,7,22041
duas barras,2011,7,11528
duque de caxias,2011,7,924624
engenheiro paulo de frontin,2011,7,14071
guapimirim,2011,7,61388
iguaba grande,2011,7,28837
itaborai,2011,7,242543
itaguai,2011,7,134819
italva,2011,7,15299
itaocara,2011,7,23222
itaperuna,2011,7,103800
itatiaia,2011,7,32064
japeri,2011,7,105548
laje do muriae,2011,7,7326
macae,2011,7,261501
macuco,2011,7,5623
mage,2011,7,246433
mangaratiba,2011,7,45220
marica,2011,7,164504
mendes,2011,7,18648
mesquita,2011,7,5546
miguel pereira,2011,7,25581
miracema,2011,7,27154
natividade,2011,7,9250
nilopolis,2011,7,162693
niteroi,2011,7,515317
nova friburgo,2011,7,191158
nova iguacu,2011,7,823302
paracambi,2011,7,52683
paraiba do sul,2011,7,44518
paraty,2011,7,43680
paty do alferes,2011,7,27858
petropolis,2011,7,306678
pinheiral,2011,7,25364
pirai,2011,7,29545
porciuncula,2011,7,18960
porto real,2011,7,19974
quatis,2011,7,14435
queimados,2011,7,151335
quissama,2011,7,25126
resende,2011,7,132312
rio bonito,2011,7,60573
rio claro,2011,7,18605
rio das flores,2011,7,9344
rio das ostras,2011,7,155193
rio de janeiro,2011,7,6747815
santa maria madalena,2011,7,10392
santo antonio de padua,2011,7,42594
sao francisco de itabapoana,2011,7,42210
sao fidelis,2011,7,38710
sao goncalo,2011,7,1091737
sao joao da barra,2011,7,36423
sao joao de meriti,2011,7,472906
sao jose de uba,2011,7,7206
sao jose do vale do rio preto,2011,7,21916
sao pedro da aldeia,2011,7,106049
sao sebastiao do alto,2011,7,9387
sapucaia,2011,7,6009
saquarema,2011,7,90583
seropedica,2011,7,83092
silva jardim,2011,7,21774
sumidouro,2011,7,15667
tangua,2011,7,34610
teresopolis,2011,7,184240
trajano de moraes,2011,7,10640
tres rios,2011,7,82142
valenca,2011,7,97233
varre-sai,2011,7,11106
vassouras,2011,7,37083
volta redonda,2011,7,273988
angra dos reis,2011,8,207044
aperibe,2011,8,11901
araruama,2011,8,134293
areal,2011,8,12669
armacao dos buzios,2011,8,34477
arraial do cabo,2011,8,30593
barra do pirai,2011,8,100764
barra mansa,2011,8,184833
belford roxo,2011,8,513118
bom jardim,2011,8,41822
bom jesus do itabapoana,2011,8,37203
cabo frio,2011,8,230378
cachoeiras de macacu,2011,8,59303
cambuci,2011,8,15514
carapebus,2011,8,16586
comendador levy gasparian,2011,8,8576
campos dos goytacazes,2011,8,511168
cantagalo,2011,8,4551
cardoso moreira,2011,8,12821
carmo,2011,8,19030
casimiro de abreu,2011,8,45041
conceicao de macabu,2011,8,23398
cordeiro,2011,8,22041
duas barras,2011,8,11528
duque de caxias,2011,8,924624
engenheiro paulo de frontin,2011,8,14071
guapimirim,2011,8,61388
iguaba grande,2011,8,28837
itaborai,2011,8,242543
itaguai,2011,8,134819
italva,2011,8,15299
itaocara,2011,8,23222
itaperuna,2011,8,103800
itatiaia,2011,8,32064
japeri,2011,8,105548
laje do muriae,2011,8,7326
macae,2011,8,261501
macuco,2011,8,5623
mage,2011,8,246433
mangaratiba,2011,8,45220
marica,2011,8,164504
mendes,2011,8,18648
mesquita,2011,8,5546
miguel pereira,2011,8,25581
miracema,2011,8,27154
natividade,2011,8,9250
nilopolis,2011,8,162693
niteroi,2011,8,515317
nova friburgo,2011,8,191158
nova iguacu,2011,8,823302
paracambi,2011,8,52683
paraiba do sul,2011,8,44518
paraty,2011,8,43680
paty do alferes,2011,8,27858
petropolis,2011,8,306678
pinheiral,2011,8,25364
pirai,2011,8,29545
porciuncula,2011,8,18960
porto real,2011,8,19974
quatis,2011,8,14435
queimados,2011,8,151335
quissama,2011,8,25126
resende,2011,8,132312
rio bonito,2011,8,60573
rio claro,2011,8,18605
rio das flores,2011,8,9344
rio das ostras,2011,8,155193
rio de janeiro,2011,8,6747815
santa maria madalena,2011,8,10392
santo antonio de padua,2011,8,42594
sao francisco de itabapoana,2011,8,42210
sao fidelis,2011,8,38710
sao goncalo,2011,8,1091737
sao joao da barra,2011,8,36423
sao joao de meriti,2011,8,472906
sao jose de uba,2011,8,7206
sao jose do vale do rio preto,2011,8,21916
sao pedro da aldeia,2011,8,106049
sao sebastiao do alto,2011,8,9387
sapucaia,2011,8,6009
saquarema,2011,8,90583
seropedica,2011,8,83092
silva jardim,2011,8,21774
sumidouro,2011,8,15667
tangua,2011,8,34610
teresopolis,2011,8,184240
trajano de moraes,2011,8,10640
tres rios,2011,8,82142
valenca,2011,8,97233
varre-sai,2011,8,11106
vassouras,2011,8,37083
volta redonda,2011,8,273988
angra dos reis,2011,9,207044
aperibe,2011,9,11901
araruama,2011,9,134293
areal,2011,9,12669
armacao dos buzios,2011,9,34477
arraial do cabo,2011,9,30593
barra do pirai,2011,9,100764
barra mansa,2011,9,184833
belford roxo,2011,9,513118
bom jardim,2011,9,41822
bom jesus do itabapoana,2011,9,37203
cabo frio,2011,9,230378
cachoeiras de macacu,2011,9,59303
cambuci,2011,9,15514
carapebus,2011,9,16586
comendador levy gasparian,2011,9,8576
campos dos goytacazes,2011,9,511168
cantagalo,2011,9,4551
cardoso moreira,2011,9,12821
carmo,2011,9,19030
casimiro de abreu,2011,9,45041
conceicao de macabu,2011,9,23398
cordeiro,2011,9,22041
duas barras,2011,9,11528
duque de caxias,2011,9,924624
engenheiro paulo de frontin,2011,9,14071
guapimirim,2011,9,61388
iguaba grande,2011,9,28837
itaborai,2011,9,242543
itaguai,2011,9,134819
italva,2011,9,15299
itaocara,2011,9,23222
itaperuna,2011,9,103800
itatiaia,2011,9,32064
japeri,2011,9,105548
laje do muriae,2011,9,7326
macae,2011,9,261501
macuco,2011,9,5623
mage,2011,9,246433
mangaratiba,2011,9,45220
marica,2011,9,164504
mendes,2011,9,18648
mesquita,2011,9,5546
miguel pereira,2011,9,25581
miracema,2011,9,27154
natividade,2011,9,9250
nilopolis,2011,9,162693
niteroi,2011,9,515317
nova friburgo,2011,9,191158
nova iguacu,2011,9,823302
paracambi,2011,9,52683
paraiba do sul,2011,9,44518
paraty,2011,9,43680
paty do alferes,2011,9,27858
petropolis,2011,9,306678
pinheiral,2011,9,25364
pirai,2011,9,29545
porciuncula,2011,9,18960
porto real,2011,9,19974
quatis,2011,9,14435
queimados,2011,9,151335
quissama,2011,9,25126
resende,2011,9,132312
rio bonito,2011,9,60573
rio claro,2011,9,18605
rio das flores,2011,9,9344
rio das ostras,2011,9,155193
rio de janeiro,2011,9,6747815
santa maria madalena,2011,9,10392
santo antonio de padua,2011,9,42594
sao francisco de itabapoana,2011,9,42210
sao fidelis,2011,9,38710
sao goncalo,2011,9,1091737
sao joao da barra,2011,9,36423
sao joao de meriti,2011,9,472906
sao jose de uba,2011,9,7206
sao jose do vale do rio preto,2011,9,21916
sao pedro da aldeia,2011,9,106049
sao sebastiao do alto,2011,9,9387
sapucaia,2011,9,6009
saquarema,2011,9,90583
seropedica,2011,9,83092
silva jardim,2011,9,21774
sumidouro,2011,9,15667
tangua,2011,9,34610
teresopolis,2011,9,184240
trajano de moraes,2011,9,10640
tres rios,2011,9,82142
valenca,2011,9,97233
varre-sai,2011,9,11106
vassouras,2011,9,37083
volta redonda,2011,9,273988
angra dos reis,2011,10,207044
aperibe,2011,10,11901
araruama,2011,10,134293
areal,2011,10,12669
armacao dos buzios,2011,10,34477
arraial do cabo,2011,10,30593
barra do pirai,2011,10,100764
barra mansa,2011,10,184833
belford roxo,2011,10,513118
bom jardim,2011,10,41822
bom jesus do itabapoana,2011,10,37203
cabo frio,2011,10,230378
cachoeiras de macacu,2011,10,59303
cambuci,2011,10,15514
carapebus,2011,10,16586
comendador levy gasparian,2011,10,8576
campos dos goytacazes,2011,10,511168
cantagalo,2011,10,4551
cardoso moreira,2011,10,12821
carmo,2011,10,19030
casimiro de abreu,2011,10,45041
conceicao de macabu,2011,10,23398
cordeiro,2011,10,22041
duas barras,2011,10,11528
duque de caxias,2011,10,924624
engenheiro paulo de frontin,2011,10,14071
guapimirim,2011,10,61388
iguaba grande,2011,10,28837
itaborai,2011,10,242543
itaguai,2011,10,134819
italva,2011,10,15299
itaocara,2011,10,23222
itaperuna,2011,10,103800
itatiaia,2011,10,32064
japeri,2011,10,105548
laje do muriae,2011,10,7326
macae,2011,10,261501
macuco,2011,10,5623
mage,2011,10,246433
mangaratiba,2011,10,45220
marica,2011,10,164504
mendes,2011,10,18648
mesquita,2011,10,5546
miguel pereira,2011,10,25581
miracema,2011,10,27154
natividade,2011,10,9250
nilopolis,2011,10,162693
niteroi,2011,10,515317
nova friburgo,2011,10,191158
nova iguacu,2011,10,823302
paracambi,2011,10,52683
paraiba do sul,2011,10,44518
paraty,2011,10,43680
paty do alferes,2011,10,27858
petropolis,2011,10,306678
pinheiral,2011,10,25364
pirai,2011,10,29545
porciuncula,2011,10,18960
porto real,2011,10,19974
quatis,2011,10,14435
queimados,2011,10,151335
quissama,2011,10,25126
resende,2011,10,132312
rio bonito,2011,10,60573
rio claro,2011,10,18605
rio das flores,2011,10,9344
rio das ostras,2011,10,155193
rio de janeiro,2011,10,6747815
santa maria madalena,2011,10,10392
santo antonio de padua,2011,10,42594
sao francisco de itabapoana,2011,10,42210
sao fidelis,2011,10,38710
sao goncalo,2011,10,1091737
sao joao da barra,2011,10,36423
sao joao de meriti,2011,10,472906
sao jose de uba,2011,10,7206
sao jose do vale do rio preto,2011,10,21916
sao pedro da aldeia,2011,10,106049
sao sebastiao do alto,2011,10,9387
sapucaia,2011,10,6009
saquarema,2011,10,90583
seropedica,2011,10,83092
silva jardim,2011,10,21774
sumidouro,2011,10,15667
tangua,2011,10,34610
teresopolis,2011,10,184240
trajano de moraes,2011,10,10640
tres rios,2011,10,82142
valenca,2011,10,97233
varre-sai,2011,10,11106
vassouras,2011,10,37083
volta redonda,2011,10,273988
angra dos reis,2011,11,207044
aperibe,2011,11,11901
araruama,2011,11,134293
areal,2011,11,12669
armacao dos buzios,2011,11,34477
arraial do cabo,2011,11,30593
barra do pirai,2011,11,100764
barra mansa,2011,11,184833
belford roxo,2011,11,513118
bom jardim,2011,11,41822
bom jesus do itabapoana,2011,11,37203
cabo frio,2011,11,230378
cachoeiras de macacu,2011,11,59303
cambuci,2011,11,15514
carapebus,2011,11,16586
comendador levy gasparian,2011,11,8576
campos dos goytacazes,2011,11,511168
cantagalo,2011,11,4551
cardoso moreira,2011,11,12821
carmo,2011,11,19030
casimiro de abreu,2011,11,45041
conceicao de macabu,2011,11,23398
cordeiro,2011,11,22041
duas barras,2011,11,11528
duque de caxias,2011,11,924624
engenheiro paulo de frontin,2011,11,14071
guapimirim,2011,11,61388
iguaba grande,2011,11,28837
itaborai,2011,11,242543
itaguai,2011,11,134819
italva,2011,11,15299
itaocara,2011,11,23222
itaperuna,2011,11,103800
itatiaia,2011,11,32064
japeri,2011,11,105548
laje do muriae,2011,11,7326
macae,2011,11,261501
macuco,2011,11,5623
mage,2011,11,246433
mangaratiba,2011,11,45220
marica,2011,11,164504
mendes,2011,11,18648
mesquita,2011,11,5546
miguel pereira,2011,11,25581
miracema,2011,11,27154
natividade,2011,11,9250
nilopolis,2011,11,162693
niteroi,2011,11,515317
nova friburgo,2011,11,191158
nova iguacu,2011,11,823302
paracambi,2011,11,52683
paraiba do sul,2011,11,44518
paraty,2011,11,43680
paty do alferes,2011,11,27858
petropolis,2011,11,306678
pinheiral,2011,11,25364
pirai,2011,11,29545
porciuncula,2011,11,18960
porto real,2011,11,19974
quatis,2011,11,14435
queimados,2011,11,151335
quissama,2011,11,25126
resende,2011,11,132312
rio bonito,2011,11,60573
rio claro,2011,11,18605
rio das flores,2011,11,9344
rio das ostras,2011,11,155193
rio de janeiro,2011,11,6747815
santa maria madalena,2011,11,10392
santo antonio de padua,2011,11,42594
sao francisco de itabapoana,2011,11,42210
sao fidelis,2011,11,38710
sao goncalo,2011,11,1091737
sao joao da barra,2011,11,36423
sao joao de meriti,2011,11,472906
sao jose de uba,2011,11,7206
sao jose do vale do rio preto,2011,11,21916
sao pedro da aldeia,2011,11,106049
sao sebastiao do alto,2011,11,9387
sapucaia,2011,11,6009
saquarema,2011,11,90583
seropedica,2011,11,83092
silva jardim,2011,11,21774
sumidouro,2011,11,15667
tangua,2011,11,34610
teresopolis,2011,11,184240
trajano de moraes,2011,11,10640
tres rios,2011,11,82142
valenca,2011,11,97233
varre-sai,2011,11,11106
vassouras,2011,11,37083
volta redonda,2011,11,273988
angra dos reis,2011,12,207044
aperibe,2011,12,11901
araruama,2011,12,134293
areal,2011,12,12669
armacao dos buzios,2011,12,34477
arraial do cabo,2011,12,30593
barra do pirai,2011,12,100764
barra mansa,2011,12,184833
belford roxo,2011,12,513118
bom jardim,2011,12,41822
bom jesus do itabapoana,2011,12,37203
cabo frio,2011,12,230378
cachoeiras de macacu,2011,12,59303
cambuci,2011,12,15514
carapebus,2011,12,16586
comendador levy gasparian,2011,12,8576
campos dos goytacazes,2011,12,511168
cantagalo,2011,12,4551
cardoso moreira,2011,12,12821
carmo,2011,12,19030
casimiro de abreu,2011,12,45041
conceicao de macabu,2011,12,23398
cordeiro,2011,12,22041
duas barras,2011,12,11528
duque de caxias,2011,12,924624
engenheiro paulo de frontin,2011,12,14071
guapimirim,2011,12,61388
iguaba grande,2011,12,28837
itaborai,2011,12,242543
itaguai,2011,12,134819
italva,2011,12,15299
itaocara,2011,12,23222
itaperuna,2011,12,103800
itatiaia,2011,12,32064
japeri,2011,12,105548
laje do muriae,2011,12,7326
macae,2011,12,261501
macuco,2011,12,5623
mage,2011,12,246433
mangaratiba,2011,12,45220
marica,2011,12,164504
mendes,2011,12,18648
mesquita,2011,12,5546
miguel pereira,2011,12,25581
miracema,2011,12,27154
natividade,2011,12,9250
nilopolis,2011,12,162693
niteroi,2011,12,515317
nova friburgo,2011,12,191158
nova iguacu,2011,12,823302
paracambi,2011,12,52683
paraiba do sul,2011,12,44518
paraty,2011,12,43680
paty do alferes,2011,12,27858
petropolis,2011,12,306678
pinheiral,2011,12,25364
pirai,2011,12,29545
porciuncula,2011,12,18960
porto real,2011,12,19974
quatis,2011,12,14435
queimados,2011,12,151335
quissama,2011,12,25126
resende,2011,12,132312
rio bonito,2011,12,60573
rio claro,2011,12,18605
rio das flores,2011,12,9344
rio das ostras,2011,12,155193
rio de janeiro,2011,12,6747815
santa maria madalena,2011,12,10392
santo antonio de padua,2011,12,42594
sao francisco de itabapoana,2011,12,42210
sao fidelis,2011,12,38710
sao goncalo,2011,12,1091737
